Date,ExitType,PnL
2025-09-02 19:00:00+00:00,EXIT,0.0007785007081954608
2025-09-02 19:15:00+00:00,EXIT,0.0002957267963371438
2025-09-02 19:30:00+00:00,EXIT,-5.9450530638219734e-05
2025-09-02 19:45:00+00:00,EXIT,0.0003217028355033336
2025-09-02 20:00:00+00:00,EXIT,0.00016542216841368177
2025-09-02 22:45:00+00:00,EXIT,0.0001415017671017719
2025-09-03 13:30:00+00:00,EXIT,-0.00017941785964886616
2025-09-03 13:45:00+00:00,EXIT,-0.0004423962927760662
2025-09-03 15:45:00+00:00,EXIT,-0.0006661132210805868
2025-09-03 16:00:00+00:00,EXIT,-0.00018991685228664275
2025-09-03 18:45:00+00:00,EXIT,0.0003991658422624258
2025-09-04 08:00:00+00:00,EXIT,0.0002357809131718075
2025-09-05 08:15:00+00:00,EXIT,-0.0006907703638405544
2025-09-05 11:30:00+00:00,EXIT,0.0007579468803611687
2025-09-08 17:00:00+00:00,EXIT,0.00039460356519678216
2025-09-08 19:00:00+00:00,EXIT,0.0005086001971648306
2025-09-09 16:00:00+00:00,EXIT,0.0001938050185999253
2025-09-09 16:15:00+00:00,EXIT,-5.725701289834476e-06
2025-09-11 08:00:00+00:00,EXIT,-0.0002848911802485423
2025-09-11 08:15:00+00:00,EXIT,-0.00016198607380402485
2025-09-11 16:30:00+00:00,EXIT,7.2658773743072e-05
2025-09-11 16:45:00+00:00,EXIT,0.0003468049987722695
2025-09-12 08:00:00+00:00,EXIT,3.63980138759547e-05
2025-09-12 08:15:00+00:00,EXIT,0.0003755789420678601
2025-09-12 08:30:00+00:00,EXIT,-0.00039889483898877375
2025-09-12 08:45:00+00:00,EXIT,-0.00012043094057859149
2025-09-12 10:15:00+00:00,EXIT,0.0005931082972576304
2025-09-12 11:00:00+00:00,EXIT,0.0006206759609794131
2025-09-12 13:30:00+00:00,EXIT,0.0004901705386325126
2025-09-12 13:45:00+00:00,EXIT,-0.00042818033652410075
2025-09-12 14:00:00+00:00,EXIT,0.0011104884942503307
2025-09-12 23:00:00+00:00,EXIT,-0.0005319720302007553
2025-09-12 23:15:00+00:00,EXIT,-0.000861724716483631
2025-09-12 23:30:00+00:00,EXIT,0.0006202144349552414
2025-09-12 23:45:00+00:00,EXIT,-0.00029409343171474787
2025-09-15 09:15:00+00:00,EXIT,-0.0003698626125627997
2025-09-15 14:00:00+00:00,EXIT,-0.0006340667836674329
2025-09-02 23:00:00+00:00,EXIT,-0.0006019747452294732
2025-09-03 08:30:00+00:00,EXIT,9.613259206223238e-05
2025-09-03 09:00:00+00:00,EXIT,2.9696899141654078e-05
2025-09-03 09:15:00+00:00,EXIT,-0.00033321553772633453
2025-09-03 12:00:00+00:00,EXIT,-0.0003857788333167787
2025-09-03 12:30:00+00:00,EXIT,-0.0005603483111954571
2025-09-03 13:30:00+00:00,EXIT,-0.00012822300976911394
2025-09-03 13:45:00+00:00,EXIT,-0.0002846808228789438
2025-09-03 14:00:00+00:00,EXIT,3.756056165343621e-05
2025-09-03 14:15:00+00:00,EXIT,0.0004955274455533566
2025-09-03 23:00:00+00:00,EXIT,0.0008923281041810248
2025-09-03 23:15:00+00:00,EXIT,-9.835630472304826e-05
2025-09-03 23:30:00+00:00,EXIT,0.00029024501181460844
2025-09-04 13:00:00+00:00,EXIT,-0.0008443083752355287
2025-09-04 14:30:00+00:00,EXIT,0.00026986675514649184
2025-09-04 16:15:00+00:00,EXIT,-0.0002700800275395449
2025-09-04 18:00:00+00:00,EXIT,-0.0006468457575066266
2025-09-04 18:45:00+00:00,EXIT,0.00028534850871058824
2025-09-04 19:15:00+00:00,EXIT,0.0009440940102626196
2025-09-04 22:15:00+00:00,EXIT,0.00035517656531694876
2025-09-04 22:30:00+00:00,EXIT,0.00017529085450732597
2025-09-04 23:00:00+00:00,EXIT,0.0003647334451478776
2025-09-04 23:15:00+00:00,EXIT,-0.00021780634216957666
2025-09-04 23:30:00+00:00,EXIT,-0.00032416725662038297
2025-09-04 23:45:00+00:00,EXIT,-0.00018415099973269824
2025-09-05 08:00:00+00:00,EXIT,-0.0007409463872301406
2025-09-05 08:15:00+00:00,EXIT,-0.00015274300319840882
2025-09-05 08:30:00+00:00,EXIT,-0.0003004588151484432
2025-09-05 10:30:00+00:00,EXIT,-0.0004808434434701293
2025-09-05 12:30:00+00:00,EXIT,-4.8211453083181084e-05
2025-09-05 14:30:00+00:00,EXIT,0.0003647145463524836
2025-09-05 15:45:00+00:00,EXIT,0.0008457849634093304
2025-09-05 16:00:00+00:00,EXIT,-8.805938007448384e-05
2025-09-05 16:15:00+00:00,EXIT,0.0007436612228007664
2025-09-05 16:30:00+00:00,EXIT,0.0005558681166848479
2025-09-05 18:45:00+00:00,EXIT,0.00018182806391933468
2025-09-05 22:00:00+00:00,EXIT,-0.0001321010481161743
2025-09-05 23:00:00+00:00,EXIT,0.0001247830286235646
2025-09-05 23:15:00+00:00,EXIT,0.00041009065749334086
2025-09-05 23:30:00+00:00,EXIT,0.0008477044546594196
2025-09-05 23:45:00+00:00,EXIT,-2.1756085186286562e-05
2025-09-08 23:15:00+00:00,EXIT,0.0002605686111025438
2025-09-08 23:30:00+00:00,EXIT,-0.00029830967825512477
2025-09-08 23:45:00+00:00,EXIT,-0.0003936733031953134
2025-09-09 15:00:00+00:00,EXIT,-0.0004680191504229424
2025-09-09 23:00:00+00:00,EXIT,-0.0001962223262512351
2025-09-10 13:30:00+00:00,EXIT,-0.0015994225956519929
2025-09-10 13:45:00+00:00,EXIT,-0.0002032998312780254
2025-09-10 14:00:00+00:00,EXIT,0.0005176939081294505
2025-09-10 14:15:00+00:00,EXIT,7.161387205871923e-05
2025-09-10 14:30:00+00:00,EXIT,2.9988460210695017e-05
2025-09-10 16:30:00+00:00,EXIT,5.799140940922046e-05
2025-09-10 23:00:00+00:00,EXIT,6.034697535340624e-05
2025-09-10 23:15:00+00:00,EXIT,-0.00047476778020537715
2025-09-10 23:30:00+00:00,EXIT,-4.314509268852584e-05
2025-09-11 08:15:00+00:00,EXIT,0.00043203857306571515
2025-09-11 08:30:00+00:00,EXIT,-7.736214376881834e-05
2025-09-11 13:30:00+00:00,EXIT,-3.566601735406459e-05
2025-09-11 13:45:00+00:00,EXIT,0.0001472489296453854
2025-09-11 14:00:00+00:00,EXIT,0.0005231323728942368
2025-09-11 14:15:00+00:00,EXIT,-0.00031680527606944094
2025-09-11 14:30:00+00:00,EXIT,0.0002514222698347925
2025-09-11 14:45:00+00:00,EXIT,0.0005118416884899292
2025-09-11 16:15:00+00:00,EXIT,8.623416019891175e-05
2025-09-11 16:30:00+00:00,EXIT,-0.001504388819521559
2025-09-11 16:45:00+00:00,EXIT,-0.0009241010479746501
2025-09-11 17:00:00+00:00,EXIT,-7.421144037794517e-05
2025-09-11 19:00:00+00:00,EXIT,-8.576922083889085e-05
2025-09-11 19:30:00+00:00,EXIT,-0.000381771907465621
2025-09-11 22:45:00+00:00,EXIT,0.0006185805266986159
2025-09-12 08:00:00+00:00,EXIT,0.000536301430741898
