Strategy,TimestampUTC,Return%,Sharpe,MaxDD%,Trades,WinRate%,AvgWin%,AvgLoss%,Expectancy%,Exposure%,prob,size,stop,take,trail
-0.20306257499286273,-0.04960444037371311,-0.0847058489071849,0.3177671071906029,172.0,48.837209302325576,0.8833080035478051,2025-09-15 18:43:29,,,,0.55,0.5,0.01,0.05,0.01
0.13766621704356385,0.030609570856439193,0.0527682962207383,0.4723716953585199,172.0,53.48837209302325,1.078936721928677,2025-09-15 18:43:29,,,,0.55,0.5,0.01,0.05,0.02
0.4154778385443203,0.08979609830844744,0.1581341176649752,0.6816584173961471,172.0,55.23255813953488,1.2471927208040188,2025-09-15 18:43:30,,,,0.55,0.5,0.02,0.02,0.01
-0.17846727243381322,-0.040544229723623974,-0.0719195791884221,0.3878966232159553,172.0,46.51162790697674,0.9034300447350158,2025-09-15 18:43:30,,,,0.55,0.5,0.02,0.02,0.02
-0.34697194493999994,-0.06922093312428101,-0.1303129941739793,0.5791223582548577,172.0,44.18604651162791,0.8420145261036136,2025-09-15 18:43:30,,,,0.55,0.5,0.02,0.03,0.01
0.2925363418697646,0.07072379026638552,0.1117507715738286,0.5519074058788376,172.0,50.58139534883721,1.2024001129884128,2025-09-15 18:43:31,,,,0.55,0.5,0.02,0.03,0.02
-0.627749667369748,-0.1589384310084721,-0.2672963364220417,0.7962921592682859,172.0,43.02325581395349,0.6766956076056676,2025-09-15 18:43:31,,,,0.55,0.5,0.02,0.05,0.01
0.11081120173312975,0.02630315380301047,0.0442124315311018,0.4960215288583036,172.0,48.25581395348838,1.0679082841552796,2025-09-15 18:43:32,,,,0.55,0.5,0.02,0.05,0.02
0.1321384504231915,0.015565293171091357,0.0266543475852869,1.0100650153565538,172.0,50.58139534883721,1.0388628031946054,2025-09-15 18:43:32,,,,0.55,1.0,0.005,0.02,0.01
-0.18127571270069032,-0.021511488284555656,-0.033752987873767,0.5768937406267494,172.0,46.51162790697674,0.947295583047582,2025-09-15 18:43:33,,,,0.55,1.0,0.005,0.02,0.02
0.39719358426308915,0.04134762893142268,0.0649710912401141,1.0067226437094343,172.0,50.0,1.1100202731206736,2025-09-15 18:43:33,,,,0.55,1.0,0.005,0.03,0.01
-0.36638469423485587,-0.042230378101059673,-0.0642400703734962,1.083778954784087,172.0,48.25581395348838,0.8981177252015802,2025-09-15 18:43:33,,,,0.55,1.0,0.005,0.03,0.02
-1.1302668231110258,-0.14012741362503167,-0.2185679998791511,1.5126593109836994,172.0,44.76744186046512,0.7058236132903294,2025-09-15 18:43:34,,,,0.55,1.0,0.005,0.05,0.01
0.3013804052641733,0.031416396089592326,0.0498651490537701,1.0131182698166707,172.0,52.32558139534884,1.080191054220288,2025-09-15 18:43:34,,,,0.55,1.0,0.005,0.05,0.02
-0.3474611811363104,-0.03602945086606665,-0.0687561446367898,0.9733602003457742,172.0,46.51162790697674,0.9165395421090718,2025-09-15 18:43:35,,,,0.55,1.0,0.01,0.02,0.01
-0.28434707980697915,-0.03094377200946554,-0.0538463871412294,0.9097744731955792,172.0,47.093023255813954,0.9240960650533998,2025-09-15 18:43:35,,,,0.55,1.0,0.01,0.02,0.02
-0.25744872214463754,-0.030302301128212555,-0.058744644131188,0.5239528236708146,172.0,47.093023255813954,0.9301818438736136,2025-09-15 18:43:36,,,,0.55,1.0,0.01,0.03,0.01
-0.8301138229181881,-0.10067504506742697,-0.1728531086263751,0.9320014878031802,172.0,48.25581395348838,0.7789888817948033,2025-09-15 18:43:36,,,,0.55,1.0,0.01,0.03,0.02
0.20426887816658024,0.02575277076470561,0.0413022623107329,0.8820064544552642,172.0,50.58139534883721,1.0678674329349906,2025-09-15 18:43:36,,,,0.55,1.0,0.01,0.05,0.01
-0.10540559733446253,-0.01203352006283349,-0.0183909711889251,0.7404014349905341,172.0,48.25581395348838,0.9690362895851836,2025-09-15 18:43:37,,,,0.55,1.0,0.01,0.05,0.02
-1.0678550607424397,-0.12693946782601914,-0.216150642614931,1.0891139082739087,172.0,44.76744186046512,0.7335880549091065,2025-09-15 18:43:37,,,,0.55,1.0,0.02,0.02,0.01
-1.1228217679457364,-0.12488671796331335,-0.2147870926320758,1.42715323637983,172.0,48.25581395348838,0.7393721494801783,2025-09-15 18:43:38,,,,0.55,1.0,0.02,0.02,0.02
-0.9555900471050038,-0.1228846507413571,-0.1946023863771548,1.0945827069198222,172.0,47.093023255813954,0.7375444978090094,2025-09-15 18:43:38,,,,0.55,1.0,0.02,0.03,0.01
-0.16464950639328846,-0.016980214919155318,-0.03121847385185,0.9911045968243436,172.0,49.41860465116279,0.9588210980154896,2025-09-15 18:43:38,,,,0.55,1.0,0.02,0.03,0.02
-0.4438386848283349,-0.05316239361637494,-0.0857725073704081,0.7677233205207523,172.0,46.51162790697674,0.8719705744444062,2025-09-15 18:43:39,,,,0.55,1.0,0.02,0.05,0.01
0.8876039833029647,0.09886965731560755,0.1741269689886583,1.4860664566204609,172.0,56.97674418604651,1.283413736919463,2025-09-15 18:43:39,,,,0.55,1.0,0.02,0.05,0.02
-0.0741939582512563,-0.03972365338613025,-0.0645030778719742,0.2476821801159157,155.0,47.096774193548384,0.9021242165631386,2025-09-15 18:43:40,,,,0.6,0.25,0.005,0.02,0.01
0.0019040201230113851,0.0011419495648755224,0.0018803474865314,0.1365822634062374,155.0,51.61290322580645,1.0027694961771072,2025-09-15 18:43:40,,,,0.6,0.25,0.005,0.02,0.02
0.023015694141093057,0.010517434824423825,0.0164707022844169,0.1964479746145664,155.0,51.61290322580645,1.0271432632466353,2025-09-15 18:43:41,,,,0.6,0.25,0.005,0.03,0.01
-0.03821005412742995,-0.023354715358749615,-0.0398237964483066,0.1910772605960398,155.0,48.38709677419355,0.9422964874608616,2025-09-15 18:43:41,,,,0.6,0.25,0.005,0.03,0.02
0.2201413083852355,0.12280334582893644,0.1911538844401481,0.2484374454501337,155.0,54.83870967741935,1.3505771527812644,2025-09-15 18:43:41,,,,0.6,0.25,0.005,0.05,0.01
0.2682411072223223,0.13574492797274604,0.2390325301702031,0.3709378278296871,155.0,56.12903225806451,1.402564361962256,2025-09-15 18:43:42,,,,0.6,0.25,0.005,0.05,0.02
0.13974599554316125,0.06584507655863217,0.1192747010285341,0.2443309658808345,155.0,48.38709677419355,1.183610942371139,2025-09-15 18:43:42,,,,0.6,0.25,0.01,0.02,0.01
0.027230143522438688,0.013800091543230185,0.0216363561079807,0.1589999633597294,155.0,49.67741935483871,1.0346134589892402,2025-09-15 18:43:43,,,,0.6,0.25,0.01,0.02,0.02
0.2619119331696451,0.13525575028744105,0.2641125736475672,0.3388517531666246,155.0,56.774193548387096,1.3953385872519442,2025-09-15 18:43:43,,,,0.6,0.25,0.01,0.03,0.01
-0.05977057657675644,-0.03195578666513749,-0.0602237489659313,0.1891258508007642,155.0,43.87096774193549,0.924330004757699,2025-09-15 18:43:44,,,,0.6,0.25,0.01,0.03,0.02
0.013768107933587181,0.007651991987584263,0.0128928894540778,0.1826484184843546,155.0,50.967741935483865,1.018968950871508,2025-09-15 18:43:44,,,,0.6,0.25,0.01,0.05,0.01
-0.08528981122262191,-0.0445327528159008,-0.0715816100534781,0.1374920545316071,155.0,51.61290322580645,0.8939219448167266,2025-09-15 18:43:44,,,,0.6,0.25,0.01,0.05,0.02
-0.04196053555887147,-0.0222884609945344,-0.0379137037380694,0.1729206627747226,155.0,49.03225806451613,0.9452487267983124,2025-09-15 18:43:45,,,,0.6,0.25,0.02,0.02,0.01
-0.04099114586645358,-0.021351992309126325,-0.0386013500248205,0.1473278582407089,155.0,47.096774193548384,0.9486626962097232,2025-09-15 18:43:45,,,,0.6,0.25,0.02,0.02,0.02
0.012647045425717707,0.006163638229022054,0.009860637237683,0.2396594481125391,155.0,45.16129032258064,1.01583702514232,2025-09-15 18:43:46,,,,0.6,0.25,0.02,0.03,0.01
-0.008785480317630157,-0.004366971553533567,-0.0069808637107169,0.1157777581989316,155.0,49.03225806451613,0.9891529125836512,2025-09-15 18:43:46,,,,0.6,0.25,0.02,0.03,0.02
-0.1964350782655777,-0.0991654949206364,-0.1520702497708772,0.3070965207150666,155.0,48.38709677419355,0.7836504640641703,2025-09-15 18:43:46,,,,0.6,0.25,0.02,0.05,0.01
-0.05220699209677049,-0.02947490351624988,-0.0535504261313948,0.1542482530849875,155.0,48.38709677419355,0.9287279897996422,2025-09-15 18:43:47,,,,0.6,0.25,0.02,0.05,0.02
0.15394600707303585,0.04190050064433638,0.0874370633600016,0.3218661141507262,155.0,50.967741935483865,1.1056701208098247,2025-09-15 18:43:47,,,,0.6,0.5,0.005,0.02,0.01
-0.1390760483673148,-0.03913864030664582,-0.0628567898298359,0.379888323127564,155.0,49.03225806451613,0.9049760367983112,2025-09-15 18:43:48,,,,0.6,0.5,0.005,0.02,0.02
0.7017274352182579,0.17253338229737958,0.3228977062809183,0.7652617355857871,155.0,56.774193548387096,1.528730261708726,2025-09-15 18:43:48,,,,0.6,0.5,0.005,0.03,0.01
0.021775569223070335,0.005870490737189999,0.0099648371281442,0.4680575897294092,155.0,51.61290322580645,1.0148934577058486,2025-09-15 18:43:49,,,,0.6,0.5,0.005,0.03,0.02
0.23242321884426875,0.06377219597186055,0.1175485469683097,0.3961518708407996,155.0,51.61290322580645,1.1704870604134792,2025-09-15 18:43:49,,,,0.6,0.5,0.005,0.05,0.01
-0.1946955876419465,-0.04506534621247239,-0.0776134976384881,0.3818494388953541,155.0,45.16129032258064,0.8945213792449476,2025-09-15 18:43:49,,,,0.6,0.5,0.005,0.05,0.02
-0.6128319514284164,-0.15575280640538391,-0.2437140223883466,0.6325108102944288,155.0,45.806451612903224,0.6743643738437592,2025-09-15 18:43:50,,,,0.6,0.5,0.01,0.02,0.01
0.5384589821868735,0.135274175609103,0.238232928266867,0.792520485974546,155.0,58.70967741935483,1.4031462853146397,2025-09-15 18:43:50,,,,0.6,0.5,0.01,0.02,0.02
0.09381785214532812,0.025021255769106188,0.0418124879508743,0.4875422091088266,155.0,49.03225806451613,1.0661593078928184,2025-09-15 18:43:51,,,,0.6,0.5,0.01,0.03,0.01
-0.14705379866029045,-0.0382838731242547,-0.0698560339997847,0.3874517451307291,155.0,50.967741935483865,0.9106771385964784,2025-09-15 18:43:51,,,,0.6,0.5,0.01,0.03,0.02
-0.3359140361270496,-0.08101776903115446,-0.1500314064401406,0.4004664666353741,155.0,44.516129032258064,0.8226522949347548,2025-09-15 18:43:52,,,,0.6,0.5,0.01,0.05,0.01
-0.10490695996786537,-0.025395973650249364,-0.0472233505774329,0.3308603606736127,155.0,45.16129032258064,0.9375182540256553,2025-09-15 18:43:52,,,,0.6,0.5,0.01,0.05,0.02
0.19134198076795617,0.047945083656729864,0.0832828958918032,0.2592148723657317,155.0,50.32258064516129,1.1271728889630803,2025-09-15 18:43:52,,,,0.6,0.5,0.02,0.02,0.01
-0.321141589105467,-0.084634915939274,-0.1405126462485917,0.5192781510669597,155.0,45.16129032258064,0.8108922810013355,2025-09-15 18:43:53,,,,0.6,0.5,0.02,0.02,0.02
-0.18080279982553016,-0.04896071976492133,-0.0745558893999572,0.404592337918519,155.0,49.67741935483871,0.8823235207865536,2025-09-15 18:43:53,,,,0.6,0.5,0.02,0.03,0.01
0.012446012008870966,0.0031500440916486993,0.0056644479276715,0.4179816653143819,155.0,49.67741935483871,1.0076553538813062,2025-09-15 18:43:54,,,,0.6,0.5,0.02,0.03,0.02
0.587033224104605,0.15383268378851225,0.2355546944707638,0.6425461638944419,155.0,57.41935483870968,1.4815586360786983,2025-09-15 18:43:54,,,,0.6,0.5,0.02,0.05,0.01
0.3017522153213159,0.07934235141709021,0.136242931839336,0.3881264001900253,155.0,50.967741935483865,1.2171571857285537,2025-09-15 18:43:54,,,,0.6,0.5,0.02,0.05,0.02
0.8452954719346373,0.11558841593473027,0.2257518764649396,1.1286744737297516,155.0,55.483870967741936,1.3307114464610872,2025-09-15 18:43:55,,,,0.6,1.0,0.005,0.02,0.01
1.635977099726671,0.2326141242906987,0.3548074915164005,1.6254926866732355,155.0,59.354838709677416,1.7912548816828004,2025-09-15 18:43:55,,,,0.6,1.0,0.005,0.02,0.02
1.4563402404302872,0.20104427476059378,0.3620666614286771,1.477068887137678,155.0,61.29032258064516,1.6295332240914484,2025-09-15 18:43:56,,,,0.6,1.0,0.005,0.03,0.01
-0.11949759158663698,-0.01655011155820626,-0.0264550609453503,0.5013241863012885,155.0,50.32258064516129,0.9598565241558912,2025-09-15 18:43:56,,,,0.6,1.0,0.005,0.03,0.02
-0.1369434081929799,-0.018515208089469576,-0.0303475106624186,0.6144967565288484,155.0,54.83870967741935,0.9542518778163072,2025-09-15 18:43:57,,,,0.6,1.0,0.005,0.05,0.01
0.36691300755218315,0.0444981647825856,0.0821364501190469,0.9829278418544308,155.0,50.32258064516129,1.1161417397889686,2025-09-15 18:43:57,,,,0.6,1.0,0.005,0.05,0.02
-0.2889917763590377,-0.04090209849749793,-0.0681928525188692,0.7041378746401872,155.0,49.03225806451613,0.9021555122737408,2025-09-15 18:43:57,,,,0.6,1.0,0.01,0.02,0.01
0.1034738599451357,0.01516853108956708,0.02449627646201,0.6183562539208487,155.0,51.61290322580645,1.0386436416899,2025-09-15 18:43:58,,,,0.6,1.0,0.01,0.02,0.02
0.6523168913948219,0.08317443957227115,0.1572994293274472,0.9233746974545488,155.0,52.25806451612903,1.2291017577916945,2025-09-15 18:43:58,,,,0.6,1.0,0.01,0.03,0.01
-0.44132656784485746,-0.05622839799891992,-0.1020092859480133,0.8613743904821614,155.0,47.096774193548384,0.8697242243903816,2025-09-15 18:43:59,,,,0.6,1.0,0.01,0.03,0.02
0.9900155453341775,0.1274208797706896,0.2362371042547924,1.1036047188585307,155.0,52.25806451612903,1.3706964469774416,2025-09-15 18:43:59,,,,0.6,1.0,0.01,0.05,0.01
-0.3893181460113859,-0.052130111583083415,-0.0868148385041309,0.6695860354587579,155.0,47.74193548387097,0.8781934027308397,2025-09-15 18:43:59,,,,0.6,1.0,0.01,0.05,0.02
0.36501184284547517,0.047509370986806895,0.0868267105123663,0.5958360097109594,155.0,48.38709677419355,1.1230243637926045,2025-09-15 18:44:00,,,,0.6,1.0,0.02,0.02,0.01
0.12750350724655135,0.016916150505419846,0.0275161497239286,0.7621094507307302,155.0,49.67741935483871,1.0446695661169665,2025-09-15 18:44:00,,,,0.6,1.0,0.02,0.02,0.02
-1.0010759381716028,-0.11757858409300197,-0.1922840975520127,1.1802046890821871,155.0,46.45161290322581,0.750379866655248,2025-09-15 18:44:01,,,,0.6,1.0,0.02,0.03,0.01
-0.018524921322982113,-0.002082106517003925,-0.0035737073278465,0.6309313873353095,155.0,50.32258064516129,0.9946126173858676,2025-09-15 18:44:01,,,,0.6,1.0,0.02,0.03,0.02
0.6230431557724181,0.08019751427521958,0.1389684889732662,0.9887586057229836,155.0,50.967741935483865,1.225135815199394,2025-09-15 18:44:02,,,,0.6,1.0,0.02,0.05,0.01
-0.07923894894299455,-0.009754455328275185,-0.0154645307076412,0.7169044180056816,155.0,50.32258064516129,0.9759431994645594,2025-09-15 18:44:02,,,,0.6,1.0,0.02,0.05,0.02
-0.3523312115038202,-0.2074301354984582,-0.3548195870279478,0.4043870788749903,140.0,37.142857142857146,0.5989350458282499,2025-09-15 18:44:02,,,,0.65,0.25,0.005,0.02,0.01
0.24781815003174223,0.14367701733557423,0.2334192033043578,0.2739519221514608,140.0,59.285714285714285,1.4483433595041306,2025-09-15 18:44:03,,,,0.65,0.25,0.005,0.02,0.02
-0.3175140321456049,-0.1729103869302833,-0.2581808332853817,0.3764738609673967,140.0,40.0,0.6417458598299052,2025-09-15 18:44:03,,,,0.65,0.25,0.005,0.03,0.01
0.023471431965726985,0.0137666436370209,0.0227649772594303,0.1476518860236031,140.0,51.42857142857142,1.0358967440403937,2025-09-15 18:44:04,,,,0.65,0.25,0.005,0.03,0.02
-0.08018008496546436,-0.04532750329701019,-0.0819195994024708,0.1304616885628107,140.0,44.285714285714285,0.8948730651525302,2025-09-15 18:44:04,,,,0.65,0.25,0.005,0.05,0.01
0.12346005438739205,0.06943969154498181,0.1020680502531947,0.1950867118595711,140.0,56.42857142857143,1.196533874629302,2025-09-15 18:44:04,,,,0.65,0.25,0.005,0.05,0.02
0.018748263801637854,0.010758573270204626,0.0193656576551991,0.1638845102962416,140.0,46.42857142857143,1.0268865875561508,2025-09-15 18:44:05,,,,0.65,0.25,0.01,0.02,0.01
-0.026972497309862842,-0.015421682712541344,-0.0246946493873441,0.1236268680577468,140.0,50.71428571428571,0.962883600057616,2025-09-15 18:44:05,,,,0.65,0.25,0.01,0.02,0.02
-0.08599520245052839,-0.04986953349299836,-0.0867600931607815,0.2251932414478075,140.0,52.142857142857146,0.8840202886388953,2025-09-15 18:44:06,,,,0.65,0.25,0.01,0.03,0.01
-0.1117952751121476,-0.06263307558263423,-0.1135691946127226,0.2088793649944409,140.0,47.14285714285714,0.856543126713197,2025-09-15 18:44:06,,,,0.65,0.25,0.01,0.03,0.02
-0.07180062490848016,-0.03932694690146271,-0.0601542567752293,0.1874131877152129,140.0,45.0,0.9043585733475644,2025-09-15 18:44:07,,,,0.65,0.25,0.01,0.05,0.01
0.2997208961780684,0.16270984415905784,0.2750751593958529,0.3198937897438192,140.0,57.14285714285714,1.5032611500314452,2025-09-15 18:44:07,,,,0.65,0.25,0.01,0.05,0.02
-0.0441173102214254,-0.024910050548679147,-0.0393179640272831,0.2877470291900108,140.0,46.42857142857143,0.9387027159132042,2025-09-15 18:44:07,,,,0.65,0.25,0.02,0.02,0.01
-0.09397005301269301,-0.048515737130501946,-0.0795877550924215,0.1615892829822329,140.0,44.285714285714285,0.8852965235526365,2025-09-15 18:44:08,,,,0.65,0.25,0.02,0.02,0.02
-0.1791104731848958,-0.10703908108870415,-0.1732614293512694,0.1791104731848958,140.0,44.285714285714285,0.7677287403979421,2025-09-15 18:44:08,,,,0.65,0.25,0.02,0.03,0.01
0.539597275208048,0.30766195507205635,0.5851375148265153,0.5711737884321666,140.0,66.42857142857143,2.075091801251692,2025-09-15 18:44:09,,,,0.65,0.25,0.02,0.03,0.02
-0.04174872025206611,-0.022594132579509936,-0.0385263530136873,0.2184885265515079,140.0,50.71428571428571,0.946717207278093,2025-09-15 18:44:09,,,,0.65,0.25,0.02,0.05,0.01
-0.1473812816764397,-0.08334840197619332,-0.1433562196305991,0.2630630335263673,140.0,45.714285714285715,0.8155483751405757,2025-09-15 18:44:09,,,,0.65,0.25,0.02,0.05,0.02
0.18834465034518466,0.056120472016874194,0.0930889260738615,0.4367265008720866,140.0,55.00000000000001,1.1476948392796884,2025-09-15 18:44:10,,,,0.65,0.5,0.005,0.02,0.01
0.030988667963094407,0.009599550608598528,0.0175521626309381,0.3220484372925436,140.0,47.85714285714286,1.0239182340188409,2025-09-15 18:44:10,,,,0.65,0.5,0.005,0.02,0.02
0.06563439629916346,0.018341691836369488,0.0278461596620636,0.2230726290467166,140.0,52.85714285714286,1.04661410613241,2025-09-15 18:44:11,,,,0.65,0.5,0.005,0.03,0.01
-0.2865110900003742,-0.09689659428239146,-0.1372505377619467,0.4843048815749595,140.0,47.85714285714286,0.7765586756449756,2025-09-15 18:44:11,,,,0.65,0.5,0.005,0.03,0.02
0.30399004780021777,0.08532683283963374,0.141713119332369,0.5278085953137168,140.0,55.714285714285715,1.2353480188176929,2025-09-15 18:44:12,,,,0.65,0.5,0.005,0.05,0.01
-0.05938924919295374,-0.019133524719102443,-0.0317901293222389,0.2975831481122903,140.0,53.57142857142857,0.9540897991993478,2025-09-15 18:44:12,,,,0.65,0.5,0.005,0.05,0.02
0.29127689127754763,0.08434598175318056,0.1408843830719369,0.443268454550294,140.0,50.71428571428571,1.23544916369322,2025-09-15 18:44:12,,,,0.65,0.5,0.01,0.02,0.01
-0.6176313283217771,-0.17557463107652357,-0.2862940532035801,0.6290190292492892,140.0,43.57142857142857,0.6473889802603306,2025-09-15 18:44:13,,,,0.65,0.5,0.01,0.02,0.02
-0.011332891816551172,-0.002845067295783152,-0.00518984347471,0.4324268912466844,140.0,55.00000000000001,0.9931726293191986,2025-09-15 18:44:13,,,,0.65,0.5,0.01,0.03,0.01
-0.1689730749691032,-0.050688080033225,-0.0816474722120643,0.3816608121496645,140.0,51.42857142857142,0.8811148990349852,2025-09-15 18:44:14,,,,0.65,0.5,0.01,0.03,0.02
-0.2902422323276199,-0.07218550980175215,-0.1059360253821455,0.3684300994776457,140.0,52.142857142857146,0.8342398942986688,2025-09-15 18:44:14,,,,0.65,0.5,0.01,0.05,0.01
-0.5674281234503975,-0.16775160099231828,-0.2971799636722483,0.6200707276306394,140.0,42.142857142857146,0.6610322853328818,2025-09-15 18:44:14,,,,0.65,0.5,0.01,0.05,0.02
-0.12898465334796327,-0.034274069338986086,-0.0597427203896089,0.4312757564623237,140.0,44.285714285714285,0.9200746569066528,2025-09-15 18:44:15,,,,0.65,0.5,0.02,0.02,0.01
0.11538642498294394,0.03441530190186825,0.0588026744329664,0.2516041466450458,140.0,56.42857142857143,1.0873558252463105,2025-09-15 18:44:15,,,,0.65,0.5,0.02,0.02,0.02
-0.15074082409618494,-0.04084034422216951,-0.0745459441601822,0.4266908631753607,140.0,45.714285714285715,0.90207566103656,2025-09-15 18:44:16,,,,0.65,0.5,0.02,0.03,0.01
-0.01512852563415601,-0.004028222155873829,-0.0073334485668588,0.3605362914055221,140.0,49.28571428571429,0.9902748805126972,2025-09-15 18:44:16,,,,0.65,0.5,0.02,0.03,0.02
-0.40722600005262954,-0.10911181690365715,-0.1647282564464227,0.6166899459384423,140.0,53.57142857142857,0.751799043973656,2025-09-15 18:44:17,,,,0.65,0.5,0.02,0.05,0.01
-0.3036922489291327,-0.09142236927485348,-0.1476917920039909,0.3343452180992523,140.0,44.285714285714285,0.7982932542454448,2025-09-15 18:44:17,,,,0.65,0.5,0.02,0.05,0.02
0.780747189644937,0.11064041554982018,0.1916409030165952,0.9808068951378311,140.0,54.285714285714285,1.3293471429126695,2025-09-15 18:44:17,,,,0.65,1.0,0.005,0.02,0.01
0.10446563426758093,0.01696116101241701,0.0266202755099749,0.6383500869366121,140.0,55.714285714285715,1.044311655512934,2025-09-15 18:44:18,,,,0.65,1.0,0.005,0.02,0.02
