ExitType,PnL,Date
EXIT,-0.0005292491143178185,2025-09-02 08:00:00+00:00
EXIT,0.0003062505691086559,2025-09-02 19:00:00+00:00
EXIT,0.0003062505691086559,2025-09-02 19:00:00+00:00
EXIT,9.831367215470537e-05,2025-09-02 19:15:00+00:00
EXIT,0.00024058827916828546,2025-09-02 19:30:00+00:00
EXIT,0.0006218985399068877,2025-09-02 19:45:00+00:00
EXIT,0.0035696717743339767,2025-09-02 20:00:00+00:00
EXIT,-0.0005025961287916909,2025-09-02 22:45:00+00:00
EXIT,0.0002227502227502312,2025-09-02 23:00:00+00:00
EXIT,0.00020126265836193142,2025-09-03 08:30:00+00:00
EXIT,-0.0001270110076206352,2025-09-03 09:00:00+00:00
EXIT,0.00023297187394103573,2025-09-03 09:15:00+00:00
EXIT,0.0005070779632368368,2025-09-03 09:45:00+00:00
STOP,-0.004999999999999995,2025-09-03 12:00:00+00:00
STOP,-0.004999999999999995,2025-09-03 12:00:00+00:00
EXIT,-2.0990764063792833e-05,2025-09-03 12:30:00+00:00
EXIT,-0.002840421690664844,2025-09-03 13:30:00+00:00
EXIT,-0.002840421690664844,2025-09-03 13:30:00+00:00
EXIT,-0.002840421690664844,2025-09-03 13:30:00+00:00
EXIT,0.0012785187058295222,2025-09-03 13:45:00+00:00
EXIT,0.0012785187058295222,2025-09-03 13:45:00+00:00
EXIT,0.0001803655788975802,2025-09-03 14:00:00+00:00
EXIT,0.0011133292234222479,2025-09-03 14:15:00+00:00
EXIT,-0.0006508384260018522,2025-09-03 15:45:00+00:00
EXIT,0.0007109186443801953,2025-09-03 16:00:00+00:00
EXIT,-0.00024622831111214904,2025-09-03 18:45:00+00:00
EXIT,-0.00024622831111214904,2025-09-03 18:45:00+00:00
EXIT,0.0,2025-09-03 23:00:00+00:00
EXIT,0.0,2025-09-03 23:00:00+00:00
EXIT,0.00015745136758959957,2025-09-03 23:15:00+00:00
EXIT,-0.00012598689736267906,2025-09-03 23:30:00+00:00
EXIT,-0.00018869506876884688,2025-09-04 08:00:00+00:00
EXIT,6.300932538015865e-05,2025-09-04 10:00:00+00:00
EXIT,4.2092856842215415e-05,2025-09-04 13:00:00+00:00
EXIT,-0.00031028923135712486,2025-09-04 14:30:00+00:00
EXIT,-0.0003683959126154681,2025-09-04 16:15:00+00:00
EXIT,0.00016796521752053314,2025-09-04 18:00:00+00:00
EXIT,0.0004962257988946261,2025-09-04 18:45:00+00:00
EXIT,-0.0001209164115868441,2025-09-04 19:15:00+00:00
STOP,-0.004999999999999994,2025-09-04 20:30:00+00:00
EXIT,-5.221386800335356e-05,2025-09-04 22:15:00+00:00
EXIT,-0.0001461744069495347,2025-09-04 22:30:00+00:00
EXIT,5.3280401170066565e-05,2025-09-04 23:00:00+00:00
EXIT,0.00018679481821980297,2025-09-04 23:15:00+00:00
EXIT,-7.309941520467124e-05,2025-09-04 23:30:00+00:00
EXIT,-0.00017765384133349083,2025-09-04 23:45:00+00:00
EXIT,-6.263048016701699e-05,2025-09-05 08:00:00+00:00
EXIT,-1.044102906781543e-05,2025-09-05 08:15:00+00:00
EXIT,-1.044102906781543e-05,2025-09-05 08:15:00+00:00
EXIT,2.0882930292759688e-05,2025-09-05 08:30:00+00:00
EXIT,-5.224660397075378e-05,2025-09-05 10:30:00+00:00
EXIT,-7.31207955542782e-05,2025-09-05 11:30:00+00:00
EXIT,0.0005244166204745322,2025-09-05 12:30:00+00:00
EXIT,-0.0002507894390429372,2025-09-05 14:30:00+00:00
EXIT,-0.00108877158671514,2025-09-05 15:45:00+00:00
EXIT,9.414236560320382e-05,2025-09-05 16:00:00+00:00
EXIT,-0.00031371882980591744,2025-09-05 16:15:00+00:00
EXIT,0.0006605506685992974,2025-09-05 16:30:00+00:00
EXIT,0.00018392682254760525,2025-09-05 18:45:00+00:00
EXIT,-0.00019823880472437098,2025-09-05 22:00:00+00:00
EXIT,-0.00011695906432747991,2025-09-05 22:45:00+00:00
EXIT,-1.0448884059172977e-05,2025-09-05 23:00:00+00:00
EXIT,-1.0448884059172977e-05,2025-09-05 23:00:00+00:00
EXIT,-0.0001253918495297853,2025-09-05 23:15:00+00:00
EXIT,-0.0001253918495297853,2025-09-05 23:15:00+00:00
EXIT,0.00010433646607579017,2025-09-05 23:30:00+00:00
EXIT,0.00013592639063153016,2025-09-05 23:45:00+00:00
EXIT,-0.0005907645884566168,2025-09-08 17:00:00+00:00
EXIT,-6.860560934922459e-05,2025-09-08 19:00:00+00:00
EXIT,0.00032200327696205975,2025-09-08 19:15:00+00:00
EXIT,-8.400537634409915e-05,2025-09-08 23:15:00+00:00
EXIT,-3.91823185848314e-05,2025-09-08 23:30:00+00:00
EXIT,2.101016892176888e-05,2025-09-08 23:45:00+00:00
EXIT,9.843473303395084e-05,2025-09-09 13:45:00+00:00
EXIT,0.0007260637208737529,2025-09-09 14:45:00+00:00
EXIT,-0.00041852089117856917,2025-09-09 15:00:00+00:00
EXIT,0.00038485259548332577,2025-09-09 16:00:00+00:00
EXIT,-5.2958113865019224e-05,2025-09-09 16:15:00+00:00
EXIT,0.00013898986443141968,2025-09-09 20:30:00+00:00
EXIT,-0.0001393832825835179,2025-09-09 21:15:00+00:00
EXIT,-5.3498823025905594e-05,2025-09-09 23:00:00+00:00
EXIT,3.214056138847347e-05,2025-09-10 09:15:00+00:00
EXIT,0.0003534855820729386,2025-09-10 09:30:00+00:00
EXIT,-0.0030222958189503255,2025-09-10 13:30:00+00:00
EXIT,-0.0030222958189503255,2025-09-10 13:30:00+00:00
EXIT,0.00035401920720203283,2025-09-10 13:45:00+00:00
EXIT,0.00035401920720203283,2025-09-10 13:45:00+00:00
EXIT,-0.00031867727011890024,2025-09-10 14:00:00+00:00
EXIT,-0.0012345181437075168,2025-09-10 14:15:00+00:00
EXIT,-0.000328792086005762,2025-09-10 14:30:00+00:00
EXIT,-0.0008068241082239722,2025-09-10 16:30:00+00:00
EXIT,-8.750525283936035e-07,2025-09-10 17:45:00+00:00
EXIT,7.714494221142511e-05,2025-09-10 18:45:00+00:00
EXIT,-0.000672132544396526,2025-09-10 19:00:00+00:00
EXIT,-0.00019790658809042884,2025-09-10 23:00:00+00:00
EXIT,-5.5020027289946045e-05,2025-09-10 23:15:00+00:00
EXIT,-1.1776374787184091e-05,2025-09-10 23:30:00+00:00
EXIT,0.00038493687035325583,2025-09-11 08:00:00+00:00
EXIT,4.391743522180552e-05,2025-09-11 08:15:00+00:00
EXIT,4.391743522180552e-05,2025-09-11 08:15:00+00:00
EXIT,0.00015368402564326243,2025-09-11 08:30:00+00:00
EXIT,-3.290917068889988e-05,2025-09-11 08:45:00+00:00
EXIT,0.0002091405424445202,2025-09-11 10:15:00+00:00
EXIT,0.0011735564092630853,2025-09-11 13:30:00+00:00
EXIT,0.001217453026346055,2025-09-11 13:45:00+00:00
EXIT,-2.5318039549576085e-05,2025-09-11 14:00:00+00:00
EXIT,-6.54995181154476e-05,2025-09-11 14:15:00+00:00
EXIT,-0.00032213480147575394,2025-09-11 14:30:00+00:00
EXIT,0.0004209597374833593,2025-09-11 14:45:00+00:00
EXIT,0.0003558110037823948,2025-09-11 16:15:00+00:00
EXIT,-1.0946812508406598e-05,2025-09-11 16:30:00+00:00
EXIT,-1.0946812508406598e-05,2025-09-11 16:30:00+00:00
EXIT,0.0001660057142811372,2025-09-11 16:45:00+00:00
EXIT,0.0001660057142811372,2025-09-11 16:45:00+00:00
EXIT,0.00045899433798595227,2025-09-11 17:00:00+00:00
EXIT,-0.00025013674296835793,2025-09-11 19:00:00+00:00
EXIT,0.00021753932238597527,2025-09-11 19:30:00+00:00
EXIT,0.0003161934667888051,2025-09-11 22:45:00+00:00
EXIT,-0.00021763732915471517,2025-09-12 08:00:00+00:00
EXIT,-0.00021763732915471517,2025-09-12 08:00:00+00:00
EXIT,-1.0892771556785005e-05,2025-09-12 08:15:00+00:00
EXIT,-1.0892771556785005e-05,2025-09-12 08:15:00+00:00
EXIT,-4.357108622717098e-05,2025-09-12 08:30:00+00:00
EXIT,-4.357108622717098e-05,2025-09-12 08:30:00+00:00
EXIT,-4.357678229038701e-05,2025-09-12 08:45:00+00:00
EXIT,3.268685988232855e-05,2025-09-12 10:00:00+00:00
EXIT,-3.268685988232855e-05,2025-09-12 10:15:00+00:00
EXIT,-0.0002833355128372683,2025-09-12 10:30:00+00:00
EXIT,-3.273250992886259e-05,2025-09-12 11:00:00+00:00
EXIT,0.00018545994065283635,2025-09-12 11:45:00+00:00
EXIT,-0.0008913123089334239,2025-09-12 13:30:00+00:00
EXIT,-0.0008913123089334239,2025-09-12 13:30:00+00:00
EXIT,0.002240793355808272,2025-09-12 13:45:00+00:00
EXIT,0.002240793355808272,2025-09-12 13:45:00+00:00
EXIT,0.0013086670807052456,2025-09-12 14:00:00+00:00
EXIT,0.0013086670807052456,2025-09-12 14:00:00+00:00
EXIT,3.2062309036852524e-05,2025-09-12 14:45:00+00:00
EXIT,-5.343348195132321e-05,2025-09-12 15:00:00+00:00
EXIT,0.00020843023654056262,2025-09-12 15:15:00+00:00
EXIT,-0.0002456274628744814,2025-09-12 15:30:00+00:00
EXIT,-0.00017615067459208404,2025-09-12 18:45:00+00:00
EXIT,-2.1392198397446334e-05,2025-09-12 19:30:00+00:00
EXIT,-0.00017096208915672585,2025-09-12 23:00:00+00:00
EXIT,5.345992643915338e-05,2025-09-12 23:15:00+00:00
EXIT,7.483109552723123e-05,2025-09-12 23:30:00+00:00
EXIT,7.481829841812012e-05,2025-09-12 23:45:00+00:00
EXIT,0.0006034300232902744,2025-09-15 09:15:00+00:00
EXIT,-0.00012705404031848695,2025-09-15 10:30:00+00:00
EXIT,0.0003071903732892891,2025-09-15 10:45:00+00:00
EXIT,0.00021998816017590778,2025-09-15 12:15:00+00:00
EXIT,-0.0013897730831355485,2025-09-15 13:30:00+00:00
EXIT,-0.0003448498664884268,2025-09-15 13:45:00+00:00
EXIT,2.125039599323763e-05,2025-09-15 14:00:00+00:00
EXIT,-0.00033761560408416516,2025-09-15 15:00:00+00:00
EXIT,-0.0001002836969185766,2025-09-15 16:30:00+00:00
EXIT,-0.0006014675808973555,2025-09-02 08:00:00+00:00
EXIT,0.00044898054731920084,2025-09-02 19:00:00+00:00
EXIT,0.00044898054731920084,2025-09-02 19:00:00+00:00
EXIT,0.00015575019615993,2025-09-02 19:15:00+00:00
EXIT,0.0002234474089044024,2025-09-02 19:30:00+00:00
EXIT,-0.00015172209438531022,2025-09-02 19:45:00+00:00
EXIT,0.0005845427495749434,2025-09-02 20:00:00+00:00
EXIT,6.0421135313120514e-05,2025-09-02 22:45:00+00:00
EXIT,-5.2858912012560166e-05,2025-09-02 23:00:00+00:00
EXIT,7.483909594369547e-05,2025-09-03 08:30:00+00:00
EXIT,-0.0005296926290659776,2025-09-03 09:00:00+00:00
EXIT,0.0002093176245439662,2025-09-03 09:15:00+00:00
EXIT,-0.00014192661646946167,2025-09-03 09:45:00+00:00
EXIT,2.9877502240827956e-05,2025-09-03 12:00:00+00:00
EXIT,2.9877502240827956e-05,2025-09-03 12:00:00+00:00
EXIT,-0.00021619848511955303,2025-09-03 12:30:00+00:00
EXIT,-0.0036108596312555002,2025-09-03 13:30:00+00:00
EXIT,-0.0036108596312555002,2025-09-03 13:30:00+00:00
EXIT,-0.0036108596312555002,2025-09-03 13:30:00+00:00
EXIT,0.0011677859425227974,2025-09-03 13:45:00+00:00
EXIT,0.0011677859425227974,2025-09-03 13:45:00+00:00
EXIT,0.0009139415151191052,2025-09-03 14:00:00+00:00
