Date,ExitType,PnL
2025-09-02 19:00:00+00:00,EXIT,0.00011737249584285695
2025-09-02 19:30:00+00:00,EXIT,0.0004480720217427402
2025-09-02 20:00:00+00:00,EXIT,0.0003694616715659405
2025-09-02 22:45:00+00:00,EXIT,0.00015367840917087383
2025-09-03 13:30:00+00:00,EXIT,0.00029459352577042205
2025-09-03 13:45:00+00:00,EXIT,9.697509424896978e-05
2025-09-03 15:45:00+00:00,EXIT,-0.0005288634555536426
2025-09-03 16:00:00+00:00,EXIT,0.00014909356195207013
2025-09-03 18:45:00+00:00,EXIT,0.0005003876087851173
2025-09-04 08:00:00+00:00,EXIT,0.00011834418217447729
2025-09-05 08:15:00+00:00,EXIT,-0.0005398927151291659
2025-09-05 11:30:00+00:00,EXIT,0.0003079899312290455
2025-09-08 17:00:00+00:00,EXIT,0.00041686239205052106
2025-09-08 19:00:00+00:00,EXIT,-0.0004907549039423093
2025-09-09 16:00:00+00:00,EXIT,0.00025872915822780794
2025-09-09 16:15:00+00:00,EXIT,0.0003513941774219988
2025-09-11 08:00:00+00:00,EXIT,0.0004224405347052752
2025-09-11 08:15:00+00:00,EXIT,0.0008438899381297375
2025-09-11 16:30:00+00:00,EXIT,-2.0969314888276826e-05
2025-09-11 16:45:00+00:00,EXIT,0.0003128131704022954
2025-09-12 08:00:00+00:00,EXIT,7.668290702964458e-05
2025-09-12 08:15:00+00:00,EXIT,-0.00010257250088723011
2025-09-12 08:30:00+00:00,EXIT,-0.00039776923663662037
2025-09-12 08:45:00+00:00,EXIT,0.000369145068840037
2025-09-12 13:30:00+00:00,EXIT,-0.0010302899774520115
2025-09-12 13:45:00+00:00,EXIT,-0.0005052639205257482
2025-09-12 14:00:00+00:00,EXIT,0.00018180686285702917
2025-09-12 23:00:00+00:00,EXIT,-0.000335642786548024
2025-09-12 23:15:00+00:00,EXIT,-7.594996493899995e-05
2025-09-12 23:30:00+00:00,EXIT,-0.0008427430318412075
2025-09-12 23:45:00+00:00,EXIT,-0.0004432569414028257
2025-09-15 09:15:00+00:00,EXIT,-0.0005167050921875424
2025-09-03 08:30:00+00:00,EXIT,0.0005310254448070374
2025-09-03 09:00:00+00:00,EXIT,0.0003974379460218312
2025-09-03 09:15:00+00:00,EXIT,0.0006522324580000111
2025-09-03 12:00:00+00:00,EXIT,-0.00013711080877611427
2025-09-03 13:30:00+00:00,EXIT,-0.00036520534111526614
2025-09-03 13:45:00+00:00,EXIT,0.00035909518109626936
