Date,ExitType,PnL
2025-09-02 19:00:00+00:00,EXIT,0.00012055171625993493
2025-09-02 19:15:00+00:00,EXIT,-3.80492074754452e-05
2025-09-02 19:30:00+00:00,EXIT,1.2739435156820733e-05
2025-09-02 19:45:00+00:00,EXIT,-0.00017879202213401672
2025-09-02 20:00:00+00:00,EXIT,-0.00020157883860985227
2025-09-02 22:45:00+00:00,EXIT,5.409318210100883e-05
2025-09-03 13:30:00+00:00,EXIT,9.77994736081557e-05
2025-09-03 13:45:00+00:00,EXIT,-5.050791720371482e-06
2025-09-03 15:45:00+00:00,EXIT,5.891098506060309e-05
2025-09-03 16:00:00+00:00,EXIT,5.881123102761398e-05
2025-09-03 18:45:00+00:00,EXIT,0.00017547590043844367
2025-09-04 08:00:00+00:00,EXIT,-6.172506688722716e-05
2025-09-04 23:45:00+00:00,EXIT,3.2678932532116374e-05
2025-09-05 08:15:00+00:00,EXIT,-0.00024812021717791926
2025-09-05 11:30:00+00:00,EXIT,-8.532137215636886e-06
2025-09-08 17:00:00+00:00,EXIT,-5.114233971889794e-05
2025-09-08 19:00:00+00:00,EXIT,-0.00010585267450136588
2025-09-09 16:00:00+00:00,EXIT,0.00021055471765884303
2025-09-09 16:15:00+00:00,EXIT,-9.039178724789285e-05
2025-09-11 08:00:00+00:00,EXIT,8.342324569640288e-05
2025-09-11 08:15:00+00:00,EXIT,-5.5267002803190024e-05
2025-09-11 13:15:00+00:00,EXIT,4.4213110712824235e-05
2025-09-11 16:30:00+00:00,EXIT,-0.00019742956928197477
2025-09-11 16:45:00+00:00,EXIT,3.4003713843462235e-06
2025-09-12 08:00:00+00:00,EXIT,0.00018492310739834578
2025-09-12 08:15:00+00:00,EXIT,-0.00011012791246111622
2025-09-12 08:30:00+00:00,EXIT,-5.577719983678363e-06
2025-09-12 08:45:00+00:00,EXIT,-4.4366677681824125e-05
2025-09-12 10:00:00+00:00,EXIT,0.0001711933484083097
2025-09-12 10:15:00+00:00,EXIT,-0.00010852292458157131
2025-09-12 11:00:00+00:00,EXIT,-0.00022423467774390093
2025-09-12 13:30:00+00:00,EXIT,1.1108612133045371e-05
2025-09-12 13:45:00+00:00,EXIT,-8.732365486383425e-05
2025-09-12 14:00:00+00:00,EXIT,-0.0001755945018477071
2025-09-12 23:00:00+00:00,EXIT,-0.0002187971229893525
2025-09-12 23:15:00+00:00,EXIT,0.00014696284653921668
2025-09-12 23:30:00+00:00,EXIT,-0.00012861609046692357
2025-09-12 23:45:00+00:00,EXIT,-0.00010205177591673137
2025-09-15 09:15:00+00:00,EXIT,0.00027587186243030514
2025-09-15 14:00:00+00:00,EXIT,3.192015725911292e-06
2025-09-15 15:00:00+00:00,EXIT,-0.00013316774677254032
2025-09-15 16:30:00+00:00,EXIT,-2.9250015400674703e-05
2025-09-02 23:00:00+00:00,EXIT,6.78858442287035e-05
2025-09-03 08:30:00+00:00,EXIT,-0.00014881802420234252
2025-09-03 09:00:00+00:00,EXIT,-0.0002962975315257272
2025-09-03 09:15:00+00:00,EXIT,7.802100210631839e-05
2025-09-03 09:30:00+00:00,EXIT,-5.364465676515682e-05
2025-09-03 09:45:00+00:00,EXIT,-6.818801374356732e-05
2025-09-03 12:00:00+00:00,EXIT,8.516682138662581e-05
2025-09-03 12:30:00+00:00,EXIT,-0.0001458523529203985
2025-09-03 13:30:00+00:00,EXIT,-0.00019061352526673084
2025-09-03 13:45:00+00:00,EXIT,-6.303759416703538e-05
2025-09-03 14:00:00+00:00,EXIT,3.850999186195589e-05
2025-09-03 14:15:00+00:00,EXIT,0.00013982632310425455
2025-09-03 23:00:00+00:00,EXIT,-0.00011955751839453611
2025-09-03 23:15:00+00:00,EXIT,-8.170015968041453e-05
2025-09-03 23:30:00+00:00,EXIT,-0.0002025563663485659
2025-09-04 10:00:00+00:00,EXIT,-0.00017581971309709916
2025-09-04 13:00:00+00:00,EXIT,-6.348461567914917e-05
2025-09-04 14:30:00+00:00,EXIT,0.0001841187856301748
2025-09-04 16:15:00+00:00,EXIT,-5.501818116940817e-06
2025-09-04 18:00:00+00:00,EXIT,0.00012196998130285691
2025-09-04 18:45:00+00:00,EXIT,-0.0001784618196417681
2025-09-04 19:15:00+00:00,EXIT,0.0001435213229254902
2025-09-04 20:30:00+00:00,EXIT,0.00023928736120525868
2025-09-04 22:15:00+00:00,EXIT,8.724720958279623e-05
2025-09-04 22:30:00+00:00,EXIT,0.000188596294738747
2025-09-04 23:00:00+00:00,EXIT,0.00018296297149634545
2025-09-04 23:15:00+00:00,EXIT,0.0001940958872396862
2025-09-04 23:30:00+00:00,EXIT,-3.214270573656475e-05
2025-09-04 23:45:00+00:00,EXIT,-9.518408782572707e-06
2025-09-05 08:00:00+00:00,EXIT,-1.613509080162317e-05
2025-09-05 08:15:00+00:00,EXIT,3.578694104979401e-07
2025-09-05 08:30:00+00:00,EXIT,1.159580533680818e-05
2025-09-05 10:30:00+00:00,EXIT,-9.798157359990039e-05
2025-09-05 12:30:00+00:00,EXIT,-0.0003435692658765662
2025-09-05 14:30:00+00:00,EXIT,9.223428849757461e-05
2025-09-05 15:45:00+00:00,EXIT,-1.001231254920615e-05
2025-09-05 16:00:00+00:00,EXIT,-0.00028665836714338825
2025-09-05 16:15:00+00:00,EXIT,-5.2160372801253506e-05
2025-09-05 16:30:00+00:00,EXIT,4.4584570646659956e-05
2025-09-05 16:45:00+00:00,EXIT,-0.00020713030439020274
2025-09-05 18:45:00+00:00,EXIT,-9.448231174542809e-05
2025-09-05 22:00:00+00:00,EXIT,7.861729861116285e-05
2025-09-05 22:45:00+00:00,EXIT,-7.679665023827439e-05
2025-09-05 23:00:00+00:00,EXIT,3.243809424245213e-05
2025-09-05 23:15:00+00:00,EXIT,-4.459777641818052e-05
2025-09-05 23:30:00+00:00,EXIT,0.00012065654320299955
2025-09-05 23:45:00+00:00,EXIT,2.6224760893410993e-05
2025-09-08 08:45:00+00:00,EXIT,0.00015482239485276704
2025-09-08 23:15:00+00:00,EXIT,1.3578274567967682e-05
2025-09-08 23:30:00+00:00,EXIT,-4.802548708643266e-05
2025-09-08 23:45:00+00:00,EXIT,-3.5092548047241265e-05
2025-09-09 08:30:00+00:00,EXIT,-0.0001812392436746044
2025-09-09 14:45:00+00:00,EXIT,-6.892598314155084e-05
2025-09-09 15:00:00+00:00,EXIT,-9.954979482071645e-05
2025-09-09 23:00:00+00:00,EXIT,0.0002360077357638391
2025-09-10 13:30:00+00:00,EXIT,-8.87108799380324e-05
2025-09-10 13:45:00+00:00,EXIT,8.187922011118252e-05
2025-09-10 14:00:00+00:00,EXIT,-0.00020840121074530533
2025-09-10 14:15:00+00:00,EXIT,-2.154711464268006e-05
2025-09-10 14:30:00+00:00,EXIT,-0.00010274825824259872
2025-09-10 16:30:00+00:00,EXIT,-5.952908044258122e-05
2025-09-10 23:00:00+00:00,EXIT,-9.760592989026753e-05
2025-09-10 23:15:00+00:00,EXIT,-3.908725038731911e-05
2025-09-10 23:30:00+00:00,EXIT,-4.871779597960169e-05
2025-09-11 08:15:00+00:00,EXIT,-1.814977034911918e-05
2025-09-11 08:30:00+00:00,EXIT,-0.00013670834016886116
2025-09-11 13:30:00+00:00,EXIT,-0.00018168224429349061
2025-09-11 13:45:00+00:00,EXIT,7.367520335113593e-05
2025-09-11 14:00:00+00:00,EXIT,0.00012925704648428073
2025-09-11 14:15:00+00:00,EXIT,-0.00012020999208465003
2025-09-11 14:30:00+00:00,EXIT,-0.00014832618591031576
2025-09-11 14:45:00+00:00,EXIT,-4.800157161450162e-06
2025-09-11 16:15:00+00:00,EXIT,-0.00023758280281534422
2025-09-11 16:30:00+00:00,EXIT,0.0001837581022598217
2025-09-11 16:45:00+00:00,EXIT,2.683519071201451e-05
2025-09-11 17:00:00+00:00,EXIT,-7.062880049900557e-05
2025-09-11 19:00:00+00:00,EXIT,0.0003564842483676643
2025-09-11 19:30:00+00:00,EXIT,0.0003539334838677591
2025-09-11 22:45:00+00:00,EXIT,0.00014341833823838226
2025-09-11 23:45:00+00:00,EXIT,-8.604102854880874e-05
2025-09-12 08:00:00+00:00,EXIT,0.00016971402989285098
2025-09-12 08:15:00+00:00,EXIT,0.0002088970245748024
2025-09-12 08:30:00+00:00,EXIT,-6.277691169575549e-06
2025-09-12 10:30:00+00:00,EXIT,-0.00012563410005882753
2025-09-12 11:45:00+00:00,EXIT,-9.601636035274903e-05
2025-09-12 13:15:00+00:00,EXIT,-5.940540773433175e-05
2025-09-12 13:30:00+00:00,EXIT,-5.49854126076826e-05
2025-09-12 13:45:00+00:00,EXIT,-6.334720850025592e-05
2025-09-12 14:00:00+00:00,EXIT,-0.00010801246817763977
2025-09-12 14:45:00+00:00,EXIT,5.6363524402858894e-05
2025-09-12 15:00:00+00:00,EXIT,-1.4803940810741517e-05
2025-09-12 15:15:00+00:00,EXIT,0.0001751464263292129
2025-09-12 15:30:00+00:00,EXIT,5.5316855319088955e-05
2025-09-12 15:45:00+00:00,EXIT,-7.998647180175673e-06
2025-09-12 16:30:00+00:00,EXIT,0.00014417641571609359
2025-09-12 17:00:00+00:00,EXIT,2.2020662673344772e-05
2025-09-12 18:45:00+00:00,EXIT,-0.00010130805490406387
2025-09-12 19:30:00+00:00,EXIT,8.935768969099952e-05
2025-09-15 10:30:00+00:00,EXIT,0.00017125162938798114
2025-09-15 10:45:00+00:00,EXIT,7.010998464483319e-05
2025-09-15 12:15:00+00:00,EXIT,6.897119933487226e-05
2025-09-15 13:45:00+00:00,EXIT,6.178719701469482e-05
2025-09-02 08:00:00+00:00,EXIT,-0.0001591799768458029
2025-09-02 19:00:00+00:00,EXIT,0.000166243828538478
2025-09-03 12:00:00+00:00,EXIT,1.55422750879853e-05
2025-09-03 12:15:00+00:00,EXIT,-0.00011536719477746405
2025-09-03 13:30:00+00:00,EXIT,-4.203882716548196e-05
2025-09-03 18:45:00+00:00,EXIT,5.581195371943414e-05
2025-09-03 19:15:00+00:00,EXIT,0.0003887742935007405
2025-09-03 23:00:00+00:00,EXIT,5.465944279587464e-06
2025-09-05 23:00:00+00:00,EXIT,9.813198326786063e-05
2025-09-05 23:15:00+00:00,EXIT,6.67470000330821e-06
2025-09-08 13:30:00+00:00,EXIT,-0.00022378953335672178
2025-09-08 19:15:00+00:00,EXIT,2.3417244343699035e-05
2025-09-09 13:45:00+00:00,EXIT,-7.393620169750792e-05
2025-09-09 20:30:00+00:00,EXIT,-0.0001602005911135113
2025-09-09 21:15:00+00:00,EXIT,0.00017947072059935364
2025-09-10 09:15:00+00:00,EXIT,8.81724465970403e-06
2025-09-10 09:30:00+00:00,EXIT,-0.0002043099344578551
2025-09-10 10:00:00+00:00,EXIT,0.0002070319074962881
2025-09-10 12:45:00+00:00,EXIT,0.00013640545939281172
2025-09-10 13:30:00+00:00,EXIT,-4.43951586092056e-05
2025-09-10 13:45:00+00:00,EXIT,6.054904415051898e-05
2025-09-10 17:45:00+00:00,EXIT,0.00039384692121069567
2025-09-10 18:45:00+00:00,EXIT,0.00012164555277029909
2025-09-10 19:00:00+00:00,EXIT,-1.2162313866953309e-06
2025-09-11 08:45:00+00:00,EXIT,-0.0001194683072434439
2025-09-11 10:15:00+00:00,EXIT,7.609112004066408e-05
2025-09-12 21:45:00+00:00,EXIT,-2.8969056012746746e-06
2025-09-15 13:30:00+00:00,EXIT,-7.374506642747458e-05
