Datetime,True_Label,Prob,Pred_Default_0.5,Pred_Tuned,Close
2025-08-29 18:45:00+00:00,,0.018464727,0,0,174.21499633789062
2025-08-29 18:45:00+00:00,,0.0019100469,0,0,174.21499633789062
2025-08-29 19:00:00+00:00,,0.008945646,0,0,173.9149932861328
2025-08-29 19:00:00+00:00,,0.016238939,0,0,173.9149932861328
2025-08-29 19:00:00+00:00,,0.0038035312,0,0,173.9149932861328
2025-08-29 19:15:00+00:00,,0.0066401185,0,0,174.0399932861328
2025-08-29 19:15:00+00:00,,0.088481046,0,0,174.0399932861328
2025-08-29 19:15:00+00:00,,0.097586855,0,0,174.0399932861328
2025-08-29 19:30:00+00:00,,0.012388539,0,0,174.37649536132812
2025-08-29 19:30:00+00:00,,0.048221666,0,0,174.37649536132812
2025-08-29 19:30:00+00:00,,0.084217094,0,0,174.37649536132812
2025-08-29 19:45:00+00:00,,0.004193045,0,0,333.9700012207031
2025-08-29 19:45:00+00:00,,0.029620815,0,0,333.9700012207031
2025-08-29 19:45:00+00:00,,0.005727351,0,0,333.9700012207031
2025-08-29 20:00:00+00:00,,0.00434425,0,0,232.14
2025-08-29 20:00:00+00:00,,0.004232092,0,0,232.14
2025-08-29 20:00:00+00:00,,0.009930036,0,0,232.14
2025-08-29 20:15:00+00:00,,0.005492933,0,0,231.94
2025-08-29 20:15:00+00:00,,0.004002378,0,0,231.94
2025-08-29 20:15:00+00:00,,0.017151846,0,0,231.94
2025-08-29 20:30:00+00:00,,0.03361226,0,0,232.13
2025-08-29 20:30:00+00:00,,0.004987447,0,0,232.13
2025-08-29 20:30:00+00:00,,0.009357177,0,0,232.13
2025-08-29 20:45:00+00:00,,0.0014301948,0,0,173.81
2025-08-29 20:45:00+00:00,,0.0023795348,0,0,173.81
2025-08-29 20:45:00+00:00,,0.052220676,0,0,173.81
2025-08-29 21:00:00+00:00,,0.0012397523,0,0,173.9
2025-08-29 21:00:00+00:00,,0.001771172,0,0,173.9
2025-08-29 21:00:00+00:00,,0.0026493564,0,0,173.9
2025-08-29 21:15:00+00:00,,0.009097374,0,0,333.49
2025-08-29 21:15:00+00:00,,0.0010515216,0,0,333.49
2025-08-29 21:15:00+00:00,,0.0018452308,0,0,333.49
2025-08-29 21:30:00+00:00,,0.020357292,0,0,333.5718
2025-08-29 21:30:00+00:00,,0.06969976,0,0,333.5718
2025-08-29 21:30:00+00:00,,0.0053022546,0,0,333.5718
2025-08-29 21:45:00+00:00,,0.029428372,0,0,333.62
2025-08-29 21:45:00+00:00,,0.05171769,0,0,333.62
2025-08-29 21:45:00+00:00,,0.0066391653,0,0,333.62
2025-08-29 22:00:00+00:00,,0.035971746,0,0,333.5001
2025-08-29 22:00:00+00:00,,0.014622443,0,0,333.5001
2025-08-29 22:00:00+00:00,,0.006048898,0,0,333.5001
2025-08-29 22:15:00+00:00,,0.11657742,0,0,232.0115
2025-08-29 22:15:00+00:00,,0.005826096,0,0,232.0115
2025-08-29 22:15:00+00:00,,0.07279311,0,0,232.0115
2025-08-29 22:30:00+00:00,,0.021955132,0,0,173.81
2025-08-29 22:30:00+00:00,,0.11762956,0,0,173.81
2025-08-29 22:30:00+00:00,,0.033784136,0,0,173.81
2025-08-29 22:45:00+00:00,,0.060505148,0,0,173.88
2025-08-29 22:45:00+00:00,,0.07195378,0,0,173.88
2025-08-29 22:45:00+00:00,,0.019010173,0,0,173.88
2025-08-29 23:00:00+00:00,,0.006776269,0,0,232.0259
2025-08-29 23:00:00+00:00,,0.052705213,0,0,232.0259
2025-08-29 23:00:00+00:00,,0.07886859,0,0,232.0259
2025-08-29 23:15:00+00:00,,0.06265293,0,0,333.65
2025-08-29 23:15:00+00:00,,0.064177245,0,0,333.65
2025-08-29 23:15:00+00:00,,0.0059254407,0,0,333.65
2025-08-29 23:30:00+00:00,,0.049351435,0,0,333.725
2025-08-29 23:30:00+00:00,,0.1195024,0,0,333.725
2025-08-29 23:30:00+00:00,,0.0092064375,0,0,333.725
2025-08-29 23:45:00+00:00,,0.092130765,0,0,333.8988
2025-08-29 23:45:00+00:00,,0.025940467,0,0,333.8988
2025-08-29 23:45:00+00:00,,0.03149562,0,0,333.8988
2025-09-02 08:00:00+00:00,,0.008142839,0,0,331.72
2025-09-02 08:00:00+00:00,,0.045874678,0,0,331.72
2025-09-02 08:00:00+00:00,,0.02330844,0,0,331.72
2025-09-02 08:15:00+00:00,,0.009465225,0,0,332.19
2025-09-02 08:15:00+00:00,,0.018336615,0,0,332.19
2025-09-02 08:15:00+00:00,,0.0140649695,0,0,332.19
2025-09-02 08:30:00+00:00,,0.08881016,0,0,231.24
2025-09-02 08:30:00+00:00,,0.03656577,0,0,231.24
2025-09-02 08:30:00+00:00,,0.010637415,0,0,231.24
2025-09-02 08:45:00+00:00,,0.024433954,0,0,231.09
2025-09-02 08:45:00+00:00,,0.04071389,0,0,231.09
2025-09-02 08:45:00+00:00,,0.0062377793,0,0,231.09
2025-09-02 09:00:00+00:00,,0.02291286,0,0,172.07
2025-09-02 09:00:00+00:00,,0.027638825,0,0,172.07
2025-09-02 09:00:00+00:00,,0.09074579,0,0,172.07
2025-09-02 09:15:00+00:00,,0.008769363,0,0,172.13
2025-09-02 09:15:00+00:00,,0.011860282,0,0,172.13
2025-09-02 09:15:00+00:00,,0.024658553,0,0,172.13
2025-09-02 09:30:00+00:00,,0.12765634,0,0,231.07
2025-09-02 09:30:00+00:00,,0.017591225,0,0,231.07
2025-09-02 09:30:00+00:00,,0.03403399,0,0,231.07
2025-09-02 09:45:00+00:00,,0.030783778,0,0,331.93
2025-09-02 09:45:00+00:00,,0.042749275,0,0,331.93
2025-09-02 09:45:00+00:00,,0.025257852,0,0,331.93
2025-09-02 10:00:00+00:00,,0.03399922,0,0,171.87
2025-09-02 10:00:00+00:00,,0.011248161,0,0,171.87
2025-09-02 10:00:00+00:00,,0.028177932,0,0,171.87
2025-09-02 10:15:00+00:00,,0.060972102,0,0,230.5
2025-09-02 10:15:00+00:00,,0.025256589,0,0,230.5
2025-09-02 10:15:00+00:00,,0.1107965,0,0,230.5
2025-09-02 10:30:00+00:00,,0.04831766,0,0,230.34
2025-09-02 10:30:00+00:00,,0.1927222,0,0,230.34
2025-09-02 10:30:00+00:00,,0.11604347,0,0,230.34
2025-09-02 10:45:00+00:00,,0.04283351,0,0,230.41
2025-09-02 10:45:00+00:00,,0.046813477,0,0,230.41
2025-09-02 10:45:00+00:00,,0.22680785,0,0,230.41
2025-09-02 11:00:00+00:00,,0.35824537,0,0,230.49
2025-09-02 11:00:00+00:00,,0.049843147,0,0,230.49
2025-09-02 11:00:00+00:00,,0.18528546,0,0,230.49
2025-09-02 11:15:00+00:00,,0.31410363,0,0,170.22
2025-09-02 11:15:00+00:00,,0.23397274,0,0,170.22
2025-09-02 11:15:00+00:00,,0.0336162,0,0,170.22
2025-09-02 11:30:00+00:00,,0.14501247,0,0,329.5
2025-09-02 11:30:00+00:00,,0.06398876,0,0,329.5
2025-09-02 11:30:00+00:00,,0.0136715975,0,0,329.5
2025-09-02 11:45:00+00:00,,0.12252213,0,0,328.45
2025-09-02 11:45:00+00:00,,0.44952863,0,0,328.45
2025-09-02 11:45:00+00:00,,0.034573458,0,0,328.45
2025-09-02 12:00:00+00:00,,0.54802114,1,1,230.4299
2025-09-02 12:00:00+00:00,,0.035990693,0,0,230.4299
2025-09-02 12:00:00+00:00,,0.042087883,0,0,230.4299
2025-09-02 12:15:00+00:00,,0.03344729,0,0,169.6888
2025-09-02 12:15:00+00:00,,0.37877104,0,0,169.6888
2025-09-02 12:15:00+00:00,,0.3459501,0,0,169.6888
2025-09-02 12:30:00+00:00,,0.008981005,0,0,169.3336
2025-09-02 12:30:00+00:00,,0.22576378,0,0,169.3336
2025-09-02 12:30:00+00:00,,0.065050304,0,0,169.3336
2025-09-02 12:45:00+00:00,,0.004526025,0,0,169.9817
2025-09-02 12:45:00+00:00,,0.14401004,0,0,169.9817
2025-09-02 12:45:00+00:00,,0.03213419,0,0,169.9817
2025-09-02 13:00:00+00:00,,0.15648371,0,0,327.08
2025-09-02 13:00:00+00:00,,0.06772873,0,0,327.08
2025-09-02 13:00:00+00:00,,0.018916002,0,0,327.08
2025-09-02 13:15:00+00:00,,0.008951841,0,0,328.185
2025-09-02 13:15:00+00:00,,0.04813926,0,0,328.185
2025-09-02 13:15:00+00:00,,0.00781431,0,0,328.185
2025-09-02 13:30:00+00:00,,0.004969132,0,0,331.1532897949219
2025-09-02 13:30:00+00:00,,0.024453525,0,0,331.1532897949219
2025-09-02 13:30:00+00:00,,0.0040522227,0,0,331.1532897949219
2025-09-02 13:45:00+00:00,,0.038625423,0,0,332.05999755859375
2025-09-02 13:45:00+00:00,,0.024254538,0,0,332.05999755859375
2025-09-02 13:45:00+00:00,,0.031602282,0,0,332.05999755859375
2025-09-02 14:00:00+00:00,,0.0063266675,0,0,170.27999877929688
2025-09-02 14:00:00+00:00,,0.004717207,0,0,170.27999877929688
2025-09-02 14:00:00+00:00,,0.02325981,0,0,170.27999877929688
2025-09-02 14:15:00+00:00,,0.011342603,0,0,230.6000061035156
2025-09-02 14:15:00+00:00,,0.1034717,0,0,230.6000061035156
2025-09-02 14:15:00+00:00,,0.00761221,0,0,230.6000061035156
2025-09-02 14:30:00+00:00,,0.0285128,0,0,169.35000610351562
2025-09-02 14:30:00+00:00,,0.07396018,0,0,169.35000610351562
2025-09-02 14:30:00+00:00,,0.08464933,0,0,169.35000610351562
2025-09-02 14:45:00+00:00,,0.044452067,0,0,228.1000061035156
2025-09-02 14:45:00+00:00,,0.124746315,0,0,228.1000061035156
2025-09-02 14:45:00+00:00,,0.072473146,0,0,228.1000061035156
2025-09-02 15:00:00+00:00,,0.009952301,0,0,329.1000061035156
2025-09-02 15:00:00+00:00,,0.014701444,0,0,329.1000061035156
2025-09-02 15:00:00+00:00,,0.17608105,0,0,329.1000061035156
2025-09-02 15:15:00+00:00,,0.10411806,0,0,227.82899475097656
2025-09-02 15:15:00+00:00,,0.075440854,0,0,227.82899475097656
2025-09-02 15:15:00+00:00,,0.009249341,0,0,227.82899475097656
2025-09-02 15:30:00+00:00,,0.01097996,0,0,327.60760498046875
2025-09-02 15:30:00+00:00,,0.008415838,0,0,327.60760498046875
2025-09-02 15:30:00+00:00,,0.024601255,0,0,327.60760498046875
2025-09-02 15:45:00+00:00,,0.03468688,0,0,167.8300018310547
2025-09-02 15:45:00+00:00,,0.09961465,0,0,167.8300018310547
2025-09-02 15:45:00+00:00,,0.9110247,1,1,167.8300018310547
2025-09-02 16:00:00+00:00,,0.15943354,0,0,227.86000061035156
2025-09-02 16:00:00+00:00,,0.309236,0,0,227.86000061035156
2025-09-02 16:00:00+00:00,,0.06313944,0,0,227.86000061035156
2025-09-02 16:15:00+00:00,,0.023181085,0,0,167.93499755859375
2025-09-02 16:15:00+00:00,,0.05368783,0,0,167.93499755859375
2025-09-02 16:15:00+00:00,,0.94857913,1,1,167.93499755859375
2025-09-02 16:30:00+00:00,,0.038735025,0,0,168.4600067138672
2025-09-02 16:30:00+00:00,,0.03373762,0,0,168.4600067138672
2025-09-02 16:30:00+00:00,,0.906457,1,1,168.4600067138672
2025-09-02 16:45:00+00:00,,0.011646834,0,0,228.01719665527344
2025-09-02 16:45:00+00:00,,0.012726476,0,0,228.01719665527344
2025-09-02 16:45:00+00:00,,0.054261178,0,0,228.01719665527344
2025-09-02 17:00:00+00:00,,0.012935466,0,0,168.44500732421875
2025-09-02 17:00:00+00:00,,0.07485559,0,0,168.44500732421875
2025-09-02 17:00:00+00:00,,0.0065248045,0,0,168.44500732421875
2025-09-02 17:15:00+00:00,,0.04007217,0,0,169.23500061035156
2025-09-02 17:15:00+00:00,,0.016399648,0,0,169.23500061035156
2025-09-02 17:15:00+00:00,,0.057143804,0,0,169.23500061035156
2025-09-02 17:30:00+00:00,,0.22345404,0,0,169.5749969482422
2025-09-02 17:30:00+00:00,,0.018579084,0,0,169.5749969482422
2025-09-02 17:30:00+00:00,,0.018310584,0,0,169.5749969482422
2025-09-02 17:45:00+00:00,,0.044617034,0,0,169.21749877929688
2025-09-02 17:45:00+00:00,,0.016141752,0,0,169.21749877929688
2025-09-02 17:45:00+00:00,,0.058182865,0,0,169.21749877929688
2025-09-02 18:00:00+00:00,,0.09520591,0,0,228.58999633789065
2025-09-02 18:00:00+00:00,,0.06602005,0,0,228.58999633789065
2025-09-02 18:00:00+00:00,,0.0438947,0,0,228.58999633789065
2025-09-02 18:15:00+00:00,,0.24318725,0,0,228.3999938964844
2025-09-02 18:15:00+00:00,,0.8711677,1,1,228.3999938964844
2025-09-02 18:15:00+00:00,,0.11194664,0,0,228.3999938964844
2025-09-02 18:30:00+00:00,,0.8948468,1,1,228.5050048828125
2025-09-02 18:30:00+00:00,,0.1202255,0,0,228.5050048828125
2025-09-02 18:30:00+00:00,,0.04117292,0,0,228.5050048828125
2025-09-02 18:45:00+00:00,,0.039282605,0,0,228.57150268554688
2025-09-02 18:45:00+00:00,,0.91626704,1,1,228.57150268554688
2025-09-02 18:45:00+00:00,,0.031086544,0,0,228.57150268554688
2025-09-02 19:00:00+00:00,,0.08229924,0,0,228.8500061035156
2025-09-02 19:00:00+00:00,,0.96230155,1,1,228.8500061035156
2025-09-02 19:00:00+00:00,,0.94543844,1,1,228.8500061035156
2025-09-02 19:15:00+00:00,,0.9373693,1,1,170.2949981689453
2025-09-02 19:15:00+00:00,,0.0767711,0,0,170.2949981689453
2025-09-02 19:15:00+00:00,,0.15991181,0,0,170.2949981689453
2025-09-02 19:30:00+00:00,,0.085412696,0,0,170.5800018310547
2025-09-02 19:30:00+00:00,,0.9769785,1,1,170.5800018310547
2025-09-02 19:30:00+00:00,,0.20115685,0,0,170.5800018310547
2025-09-02 19:45:00+00:00,,0.92735523,1,1,170.75
2025-09-02 19:45:00+00:00,,0.059058562,0,0,170.75
2025-09-02 19:45:00+00:00,,0.10861817,0,0,170.75
2025-09-02 20:00:00+00:00,,0.9000663,1,1,330.1301
2025-09-02 20:00:00+00:00,,0.016229862,0,0,330.1301
2025-09-02 20:00:00+00:00,,0.07690794,0,0,330.1301
2025-09-02 20:15:00+00:00,,0.050909825,0,0,239.14
2025-09-02 20:15:00+00:00,,0.14593281,0,0,239.14
2025-09-02 20:15:00+00:00,,0.07600527,0,0,239.14
2025-09-02 20:30:00+00:00,,0.051107243,0,0,237.0
2025-09-02 20:30:00+00:00,,0.024383968,0,0,237.0
2025-09-02 20:30:00+00:00,,0.12453441,0,0,237.0
2025-09-02 20:45:00+00:00,,0.008666292,0,0,238.1177
2025-09-02 20:45:00+00:00,,0.0071471827,0,0,238.1177
2025-09-02 20:45:00+00:00,,0.025213279,0,0,238.1177
2025-09-02 21:00:00+00:00,,0.030368814,0,0,331.03
2025-09-02 21:00:00+00:00,,0.008016877,0,0,331.03
2025-09-02 21:00:00+00:00,,0.017000386,0,0,331.03
2025-09-02 21:15:00+00:00,,0.0058868756,0,0,330.875
2025-09-02 21:15:00+00:00,,0.0037393617,0,0,330.875
2025-09-02 21:15:00+00:00,,0.055174723,0,0,330.875
2025-09-02 21:30:00+00:00,,0.029323926,0,0,170.37
2025-09-02 21:30:00+00:00,,0.022587627,0,0,170.37
2025-09-02 21:30:00+00:00,,0.0026856025,0,0,170.37
2025-09-02 21:45:00+00:00,,0.022236653,0,0,330.86
2025-09-02 21:45:00+00:00,,0.010851529,0,0,330.86
2025-09-02 21:45:00+00:00,,0.015618219,0,0,330.86
2025-09-02 22:00:00+00:00,,0.032791827,0,0,330.96
2025-09-02 22:00:00+00:00,,0.017224437,0,0,330.96
2025-09-02 22:00:00+00:00,,0.006071638,0,0,330.96
2025-09-02 22:15:00+00:00,,0.37451926,0,0,331.0499
2025-09-02 22:15:00+00:00,,0.09080921,0,0,331.0499
2025-09-02 22:15:00+00:00,,0.22494158,0,0,331.0499
2025-09-02 22:30:00+00:00,,0.06101672,0,0,331.07
2025-09-02 22:30:00+00:00,,0.15386716,0,0,331.07
2025-09-02 22:30:00+00:00,,0.16464308,0,0,331.07
2025-09-02 22:45:00+00:00,,0.8855843,1,1,170.15
2025-09-02 22:45:00+00:00,,0.12153283,0,0,170.15
2025-09-02 22:45:00+00:00,,0.1971447,0,0,170.15
2025-09-02 23:00:00+00:00,,0.18618828,0,0,331.0
2025-09-02 23:00:00+00:00,,0.92057663,1,1,331.0
2025-09-02 23:00:00+00:00,,0.9470592,1,1,331.0
2025-09-02 23:15:00+00:00,,0.9371739,1,1,331.2
2025-09-02 23:15:00+00:00,,0.2448428,0,0,331.2
2025-09-02 23:15:00+00:00,,0.8950866,1,1,331.2
2025-09-02 23:30:00+00:00,,0.92786354,1,1,235.95
2025-09-02 23:30:00+00:00,,0.9548872,1,1,235.95
2025-09-02 23:30:00+00:00,,0.101119936,0,0,235.95
2025-09-02 23:45:00+00:00,,0.20304167,0,0,236.8
2025-09-02 23:45:00+00:00,,0.3542301,0,0,236.8
2025-09-02 23:45:00+00:00,,0.021139337,0,0,236.8
2025-09-03 08:00:00+00:00,,0.058846682,0,0,333.1
2025-09-03 08:00:00+00:00,,0.017555883,0,0,333.1
2025-09-03 08:00:00+00:00,,0.06322752,0,0,333.1
2025-09-03 08:15:00+00:00,,0.04058666,0,0,334.09
2025-09-03 08:15:00+00:00,,0.052854028,0,0,334.09
2025-09-03 08:15:00+00:00,,0.0577254,0,0,334.09
2025-09-03 08:30:00+00:00,,0.9354249,1,1,171.11
2025-09-03 08:30:00+00:00,,0.025463236,0,0,171.11
2025-09-03 08:30:00+00:00,,0.114892446,0,0,171.11
2025-09-03 08:45:00+00:00,,0.19736522,0,0,171.4
2025-09-03 08:45:00+00:00,,0.047466967,0,0,171.4
2025-09-03 08:45:00+00:00,,0.05933828,0,0,171.4
2025-09-03 09:00:00+00:00,,0.04297342,0,0,171.41
2025-09-03 09:00:00+00:00,,0.13291976,0,0,171.41
2025-09-03 09:00:00+00:00,,0.063229464,0,0,171.41
2025-09-03 09:15:00+00:00,,0.04132397,0,0,171.76
2025-09-03 09:15:00+00:00,,0.2015953,0,0,171.76
2025-09-03 09:15:00+00:00,,0.025429938,0,0,171.76
2025-09-03 09:30:00+00:00,,0.08168841,0,0,236.63
2025-09-03 09:30:00+00:00,,0.19837728,0,0,236.63
2025-09-03 09:30:00+00:00,,0.44193712,0,0,236.63
2025-09-03 09:45:00+00:00,,0.23645863,0,0,171.86
2025-09-03 09:45:00+00:00,,0.17879261,0,0,171.86
2025-09-03 09:45:00+00:00,,0.3196341,0,0,171.86
2025-09-03 10:00:00+00:00,,0.026504483,0,0,237.21
2025-09-03 10:00:00+00:00,,0.026960008,0,0,237.21
2025-09-03 10:00:00+00:00,,0.58922404,1,1,237.21
2025-09-03 10:15:00+00:00,,0.05063002,0,0,237.74
2025-09-03 10:15:00+00:00,,0.32037142,0,0,237.74
2025-09-03 10:15:00+00:00,,0.25968882,0,0,237.74
