Datetime,True_Label,Prob,Pred_Default_0.5,Pred_Tuned,Close
2025-08-29 08:00:00+00:00,,0.14514811,0,0,179.0
2025-08-29 08:00:00+00:00,,0.33108985,0,0,179.0
2025-08-29 08:00:00+00:00,,0.15477493,0,0,179.0
2025-08-29 08:15:00+00:00,,0.0876029,0,0,343.7
2025-08-29 08:15:00+00:00,,0.04545456,0,0,343.7
2025-08-29 08:15:00+00:00,,0.16009372,0,0,343.7
2025-08-29 08:30:00+00:00,,0.09924726,0,0,343.71
2025-08-29 08:30:00+00:00,,0.05619979,0,0,343.71
2025-08-29 08:30:00+00:00,,0.12939303,0,0,343.71
2025-08-29 08:45:00+00:00,,0.64087534,1,1,231.48
2025-08-29 08:45:00+00:00,,0.045278694,0,0,231.48
2025-08-29 08:45:00+00:00,,0.06380275,0,0,231.48
2025-08-29 09:00:00+00:00,,0.22406085,0,0,342.64
2025-08-29 09:00:00+00:00,,0.090785675,0,0,342.64
2025-08-29 09:00:00+00:00,,0.04565356,0,0,342.64
2025-08-29 09:15:00+00:00,,0.024519023,0,0,342.84
2025-08-29 09:15:00+00:00,,0.05512084,0,0,342.84
2025-08-29 09:15:00+00:00,,0.0053940583,0,0,342.84
2025-08-29 09:30:00+00:00,,0.025942532,0,0,177.85
2025-08-29 09:30:00+00:00,,0.010320757,0,0,177.85
2025-08-29 09:30:00+00:00,,0.046579633,0,0,177.85
2025-08-29 09:45:00+00:00,,0.012809108,0,0,231.42
2025-08-29 09:45:00+00:00,,0.00933691,0,0,231.42
2025-08-29 09:45:00+00:00,,0.057692237,0,0,231.42
2025-08-29 10:00:00+00:00,,0.033726405,0,0,178.01
2025-08-29 10:00:00+00:00,,0.01817657,0,0,178.01
2025-08-29 10:00:00+00:00,,0.011568793,0,0,178.01
2025-08-29 10:15:00+00:00,,0.08376399,0,0,178.11
2025-08-29 10:15:00+00:00,,0.013941033,0,0,178.11
2025-08-29 10:15:00+00:00,,0.011572339,0,0,178.11
2025-08-29 10:30:00+00:00,,0.00726229,0,0,231.43
2025-08-29 10:30:00+00:00,,0.010758923,0,0,231.43
2025-08-29 10:30:00+00:00,,0.038912375,0,0,231.43
2025-08-29 10:45:00+00:00,,0.03062,0,0,178.01
2025-08-29 10:45:00+00:00,,0.00861045,0,0,178.01
2025-08-29 10:45:00+00:00,,0.12925203,0,0,178.01
2025-08-29 11:00:00+00:00,,0.021979962,0,0,231.9
2025-08-29 11:00:00+00:00,,0.080471516,0,0,231.9
2025-08-29 11:00:00+00:00,,0.04186316,0,0,231.9
2025-08-29 11:15:00+00:00,,0.032112073,0,0,232.11
2025-08-29 11:15:00+00:00,,0.04102486,0,0,232.11
2025-08-29 11:15:00+00:00,,0.03193809,0,0,232.11
2025-08-29 11:30:00+00:00,,0.046483375,0,0,178.26
2025-08-29 11:30:00+00:00,,0.010276529,0,0,178.26
2025-08-29 11:30:00+00:00,,0.0028112906,0,0,178.26
2025-08-29 11:45:00+00:00,,0.016536154,0,0,232.16
2025-08-29 11:45:00+00:00,,0.0047853715,0,0,232.16
2025-08-29 11:45:00+00:00,,0.055796307,0,0,232.16
2025-08-29 12:00:00+00:00,,0.0605411,0,0,232.03
2025-08-29 12:00:00+00:00,,0.15398926,0,0,232.03
2025-08-29 12:00:00+00:00,,0.57257897,1,1,232.03
2025-08-29 12:15:00+00:00,,0.03728132,0,0,178.12
2025-08-29 12:15:00+00:00,,0.016655868,0,0,178.12
2025-08-29 12:15:00+00:00,,0.0060247467,0,0,178.12
2025-08-29 12:30:00+00:00,,0.32333833,0,0,178.4124
2025-08-29 12:30:00+00:00,,0.02705061,0,0,178.4124
2025-08-29 12:30:00+00:00,,0.0056649237,0,0,178.4124
2025-08-29 12:45:00+00:00,,0.06778437,0,0,345.62
2025-08-29 12:45:00+00:00,,0.0059676194,0,0,345.62
2025-08-29 12:45:00+00:00,,0.18673892,0,0,345.62
2025-08-29 13:00:00+00:00,,0.018167144,0,0,346.22
2025-08-29 13:00:00+00:00,,0.06494834,0,0,346.22
2025-08-29 13:00:00+00:00,,0.05731064,0,0,346.22
2025-08-29 13:15:00+00:00,,0.31199548,0,0,178.08
2025-08-29 13:15:00+00:00,,0.09244389,0,0,178.08
2025-08-29 13:15:00+00:00,,0.0049589262,0,0,178.08
2025-08-29 13:30:00+00:00,,0.21204114,0,0,175.0800018310547
2025-08-29 13:30:00+00:00,,0.07121424,0,0,175.0800018310547
2025-08-29 13:30:00+00:00,,0.0470337,0,0,175.0800018310547
2025-08-29 13:45:00+00:00,,0.13390774,0,0,174.4250030517578
2025-08-29 13:45:00+00:00,,0.016218575,0,0,174.4250030517578
2025-08-29 13:45:00+00:00,,0.02225989,0,0,174.4250030517578
2025-08-29 14:00:00+00:00,,0.29656717,0,0,174.62989807128906
2025-08-29 14:00:00+00:00,,0.010194648,0,0,174.62989807128906
2025-08-29 14:00:00+00:00,,0.025724394,0,0,174.62989807128906
2025-08-29 14:15:00+00:00,,0.0052149133,0,0,232.80960083007812
2025-08-29 14:15:00+00:00,,0.022114696,0,0,232.80960083007812
2025-08-29 14:15:00+00:00,,0.05472964,0,0,232.80960083007812
2025-08-29 14:30:00+00:00,,0.014794698,0,0,232.6999969482422
2025-08-29 14:30:00+00:00,,0.0045699626,0,0,232.6999969482422
2025-08-29 14:30:00+00:00,,0.015635757,0,0,232.6999969482422
2025-08-29 14:45:00+00:00,,0.028631544,0,0,232.875
2025-08-29 14:45:00+00:00,,0.04243259,0,0,232.875
2025-08-29 14:45:00+00:00,,0.010352863,0,0,232.875
2025-08-29 15:00:00+00:00,,0.05095131,0,0,174.63499450683594
2025-08-29 15:00:00+00:00,,0.017250422,0,0,174.63499450683594
2025-08-29 15:00:00+00:00,,0.028706012,0,0,174.63499450683594
2025-08-29 15:15:00+00:00,,0.06507287,0,0,174.77499389648438
2025-08-29 15:15:00+00:00,,0.033536162,0,0,174.77499389648438
2025-08-29 15:15:00+00:00,,0.014647713,0,0,174.77499389648438
2025-08-29 15:30:00+00:00,,0.008135145,0,0,232.13999938964844
2025-08-29 15:30:00+00:00,,0.014043971,0,0,232.13999938964844
2025-08-29 15:30:00+00:00,,0.08870172,0,0,232.13999938964844
2025-08-29 15:45:00+00:00,,0.015495994,0,0,173.76510620117188
2025-08-29 15:45:00+00:00,,0.007555732,0,0,173.76510620117188
2025-08-29 15:45:00+00:00,,0.003364386,0,0,173.76510620117188
2025-08-29 16:00:00+00:00,,0.002103264,0,0,174.4250030517578
2025-08-29 16:00:00+00:00,,0.03162756,0,0,174.4250030517578
2025-08-29 16:00:00+00:00,,0.0016575805,0,0,174.4250030517578
2025-08-29 16:15:00+00:00,,0.0019044253,0,0,232.5
2025-08-29 16:15:00+00:00,,0.005716413,0,0,232.5
2025-08-29 16:15:00+00:00,,0.023933167,0,0,232.5
2025-08-29 16:30:00+00:00,,0.082301386,0,0,335.69500732421875
2025-08-29 16:30:00+00:00,,0.0046170433,0,0,335.69500732421875
2025-08-29 16:30:00+00:00,,0.011147671,0,0,335.69500732421875
2025-08-29 16:45:00+00:00,,0.016753208,0,0,335.5799865722656
2025-08-29 16:45:00+00:00,,0.029274408,0,0,335.5799865722656
2025-08-29 16:45:00+00:00,,0.008042077,0,0,335.5799865722656
2025-08-29 17:00:00+00:00,,0.017585088,0,0,333.2099914550781
2025-08-29 17:00:00+00:00,,0.0028171383,0,0,333.2099914550781
2025-08-29 17:00:00+00:00,,0.02004459,0,0,333.2099914550781
2025-08-29 17:15:00+00:00,,0.0035038132,0,0,232.02999877929688
2025-08-29 17:15:00+00:00,,0.07356467,0,0,232.02999877929688
2025-08-29 17:15:00+00:00,,0.053531785,0,0,232.02999877929688
2025-08-29 17:30:00+00:00,,0.0021581047,0,0,232.2100067138672
2025-08-29 17:30:00+00:00,,0.008267594,0,0,232.2100067138672
2025-08-29 17:30:00+00:00,,0.016637681,0,0,232.2100067138672
2025-08-29 17:45:00+00:00,,0.015781688,0,0,174.06500244140625
2025-08-29 17:45:00+00:00,,0.06126201,0,0,174.06500244140625
2025-08-29 17:45:00+00:00,,0.0048812972,0,0,174.06500244140625
2025-08-29 18:00:00+00:00,,0.011826733,0,0,333.7099914550781
2025-08-29 18:00:00+00:00,,0.06697199,0,0,333.7099914550781
2025-08-29 18:00:00+00:00,,0.008345536,0,0,333.7099914550781
2025-08-29 18:15:00+00:00,,0.005253805,0,0,332.67999267578125
2025-08-29 18:15:00+00:00,,0.11249403,0,0,332.67999267578125
2025-08-29 18:15:00+00:00,,0.0033023218,0,0,332.67999267578125
2025-08-29 18:30:00+00:00,,0.0044743423,0,0,332.17999267578125
2025-08-29 18:30:00+00:00,,0.009617901,0,0,332.17999267578125
2025-08-29 18:30:00+00:00,,0.01156295,0,0,332.17999267578125
2025-08-29 18:45:00+00:00,,0.017226866,0,0,174.21499633789062
