Date,ExitType,PnL
2025-09-02 19:00:00+00:00,EXIT,-0.0008672760264210409
2025-09-02 19:30:00+00:00,EXIT,7.506192391609975e-05
2025-09-02 20:00:00+00:00,EXIT,0.00014856281214310264
2025-09-02 22:45:00+00:00,EXIT,1.948884163607982e-05
2025-09-03 13:30:00+00:00,EXIT,-0.0006801005539606232
2025-09-03 13:45:00+00:00,EXIT,-0.0008564216679928462
2025-09-03 15:45:00+00:00,EXIT,0.0004911508760098906
2025-09-03 16:00:00+00:00,EXIT,-0.0003761561932731011
2025-09-03 18:45:00+00:00,EXIT,-2.330474132446936e-05
2025-09-04 08:00:00+00:00,EXIT,-0.000485419032068472
2025-09-05 08:15:00+00:00,EXIT,0.0004730618065607309
2025-09-05 11:30:00+00:00,EXIT,-0.00015782865775007714
2025-09-08 17:00:00+00:00,EXIT,0.0011305489557669505
2025-09-08 19:00:00+00:00,EXIT,-0.00022328335135825286
2025-09-09 16:00:00+00:00,EXIT,0.0003867069012787067
2025-09-09 16:15:00+00:00,EXIT,-0.0003880901258846936
2025-09-11 08:00:00+00:00,EXIT,0.0005159717974607008
2025-09-11 08:15:00+00:00,EXIT,8.86920551178988e-05
2025-09-11 16:30:00+00:00,EXIT,0.00010666886350931404
2025-09-11 16:45:00+00:00,EXIT,-9.165276131879e-05
2025-09-12 08:00:00+00:00,EXIT,5.263742640820025e-05
2025-09-12 08:15:00+00:00,EXIT,4.314954766108056e-05
2025-09-12 08:30:00+00:00,EXIT,-0.0005613139208319985
2025-09-12 08:45:00+00:00,EXIT,0.00014400698741696963
2025-09-12 13:30:00+00:00,EXIT,0.00040408766180690357
2025-09-12 13:45:00+00:00,EXIT,-0.0006441189266875006
2025-09-12 14:00:00+00:00,EXIT,0.0003455028482061569
2025-09-12 23:00:00+00:00,EXIT,-0.0003593952076262778
2025-09-12 23:15:00+00:00,EXIT,0.0005794497286725663
2025-09-12 23:30:00+00:00,EXIT,-0.0005817187310185144
2025-09-12 23:45:00+00:00,EXIT,0.00010525730914477
2025-09-15 09:15:00+00:00,EXIT,-0.000874220149234425
2025-09-03 08:30:00+00:00,EXIT,-9.057945057038207e-05
2025-09-03 09:00:00+00:00,EXIT,-0.0005866919832683703
2025-09-03 09:15:00+00:00,EXIT,0.0007071393196160594
2025-09-03 12:00:00+00:00,EXIT,0.00017489095389912665
2025-09-03 13:30:00+00:00,EXIT,9.367968723632543e-05
2025-09-03 13:45:00+00:00,EXIT,-5.8515948743497065e-05
2025-09-03 14:00:00+00:00,EXIT,0.00031136107472488683
2025-09-03 14:15:00+00:00,EXIT,-3.821029255747498e-06
2025-09-03 23:00:00+00:00,EXIT,-0.0003439837528019508
2025-09-03 23:15:00+00:00,EXIT,-0.0011231401356305898
2025-09-03 23:30:00+00:00,EXIT,-2.9846282477164725e-05
2025-09-04 16:15:00+00:00,EXIT,0.0005048069200875295
2025-09-04 18:00:00+00:00,EXIT,-0.001006999277673507
2025-09-04 18:45:00+00:00,EXIT,-0.0009386833790245852
2025-09-04 19:15:00+00:00,EXIT,-0.00023048652422852698
2025-09-04 22:15:00+00:00,EXIT,-0.00020568797750134134
2025-09-04 22:30:00+00:00,EXIT,-2.3391393592127928e-05
2025-09-04 23:00:00+00:00,EXIT,-3.458599485064722e-05
2025-09-04 23:15:00+00:00,EXIT,-0.0002969590633161263
2025-09-04 23:30:00+00:00,EXIT,-0.0005122743420590242
