ExitType,PnL,Date
EXIT,0.0006125011382173118,2025-09-02 19:00:00+00:00
EXIT,0.0006125011382173118,2025-09-02 19:00:00+00:00
EXIT,0.00019662734430941073,2025-09-02 19:15:00+00:00
EXIT,0.0004811765583365709,2025-09-02 19:30:00+00:00
EXIT,0.0012437970798137754,2025-09-02 19:45:00+00:00
TAKE,0.010000000000000016,2025-09-02 20:00:00+00:00
EXIT,-0.0010051922575833817,2025-09-02 22:45:00+00:00
EXIT,0.0004455004455004624,2025-09-02 23:00:00+00:00
EXIT,0.00040252531672386283,2025-09-03 08:30:00+00:00
EXIT,-0.0002540220152412704,2025-09-03 09:00:00+00:00
EXIT,0.00046594374788207145,2025-09-03 09:15:00+00:00
STOP,-0.00999999999999999,2025-09-03 12:00:00+00:00
STOP,-0.00999999999999999,2025-09-03 12:00:00+00:00
EXIT,-4.198152812758567e-05,2025-09-03 12:30:00+00:00
EXIT,-0.005680843381329688,2025-09-03 13:30:00+00:00
EXIT,-0.005680843381329688,2025-09-03 13:30:00+00:00
EXIT,-0.005680843381329688,2025-09-03 13:30:00+00:00
EXIT,0.0025570374116590444,2025-09-03 13:45:00+00:00
EXIT,0.0025570374116590444,2025-09-03 13:45:00+00:00
EXIT,0.0003607311577951604,2025-09-03 14:00:00+00:00
EXIT,0.0022266584468444957,2025-09-03 14:15:00+00:00
EXIT,-0.0013016768520037044,2025-09-03 15:45:00+00:00
EXIT,0.0014218372887603906,2025-09-03 16:00:00+00:00
EXIT,-0.0004924566222242981,2025-09-03 18:45:00+00:00
EXIT,-0.0004924566222242981,2025-09-03 18:45:00+00:00
EXIT,0.0,2025-09-03 23:00:00+00:00
EXIT,0.0,2025-09-03 23:00:00+00:00
EXIT,0.00031490273517919914,2025-09-03 23:15:00+00:00
EXIT,-0.0002519737947253581,2025-09-03 23:30:00+00:00
EXIT,-0.00037739013753769376,2025-09-04 08:00:00+00:00
EXIT,8.418571368443083e-05,2025-09-04 13:00:00+00:00
EXIT,-0.0006205784627142497,2025-09-04 14:30:00+00:00
EXIT,-0.0007367918252309362,2025-09-04 16:15:00+00:00
EXIT,0.0003359304350410663,2025-09-04 18:00:00+00:00
EXIT,0.0009924515977892522,2025-09-04 18:45:00+00:00
EXIT,-0.0002418328231736882,2025-09-04 19:15:00+00:00
EXIT,-0.00010442773600670711,2025-09-04 22:15:00+00:00
EXIT,-0.0002923488138990694,2025-09-04 22:30:00+00:00
EXIT,0.00010656080234013313,2025-09-04 23:00:00+00:00
EXIT,0.00037358963643960595,2025-09-04 23:15:00+00:00
EXIT,-0.00014619883040934247,2025-09-04 23:30:00+00:00
EXIT,-0.00035530768266698166,2025-09-04 23:45:00+00:00
EXIT,-0.00012526096033403398,2025-09-05 08:00:00+00:00
EXIT,-2.088205813563086e-05,2025-09-05 08:15:00+00:00
EXIT,-2.088205813563086e-05,2025-09-05 08:15:00+00:00
EXIT,4.1765860585519375e-05,2025-09-05 08:30:00+00:00
EXIT,-0.00010449320794150756,2025-09-05 10:30:00+00:00
EXIT,-0.0001462415911085564,2025-09-05 11:30:00+00:00
EXIT,0.0010488332409490644,2025-09-05 12:30:00+00:00
EXIT,-0.0005015788780858744,2025-09-05 14:30:00+00:00
EXIT,-0.00217754317343028,2025-09-05 15:45:00+00:00
EXIT,0.00018828473120640764,2025-09-05 16:00:00+00:00
EXIT,-0.0006274376596118349,2025-09-05 16:15:00+00:00
EXIT,0.0013211013371985949,2025-09-05 16:30:00+00:00
EXIT,0.0003678536450952105,2025-09-05 18:45:00+00:00
EXIT,-0.00039647760944874197,2025-09-05 22:00:00+00:00
EXIT,-2.0897768118345953e-05,2025-09-05 23:00:00+00:00
EXIT,-2.0897768118345953e-05,2025-09-05 23:00:00+00:00
EXIT,-0.0002507836990595706,2025-09-05 23:15:00+00:00
EXIT,0.00020867293215158034,2025-09-05 23:30:00+00:00
EXIT,0.0002718527812630603,2025-09-05 23:45:00+00:00
EXIT,-0.0011815291769132336,2025-09-08 17:00:00+00:00
EXIT,-0.00013721121869844917,2025-09-08 19:00:00+00:00
EXIT,-0.0001680107526881983,2025-09-08 23:15:00+00:00
EXIT,-7.83646371696628e-05,2025-09-08 23:30:00+00:00
EXIT,4.202033784353776e-05,2025-09-08 23:45:00+00:00
EXIT,0.00019686946606790168,2025-09-09 13:45:00+00:00
EXIT,-0.0008370417823571383,2025-09-09 15:00:00+00:00
EXIT,0.0007697051909666515,2025-09-09 16:00:00+00:00
EXIT,-0.00010591622773003845,2025-09-09 16:15:00+00:00
EXIT,0.00027797972886283936,2025-09-09 20:30:00+00:00
EXIT,-0.0002787665651670358,2025-09-09 21:15:00+00:00
